Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,51605D,38.0,6:00-9:20pm,Monday,10.0,7.0,Keith Allen-Niesen,20211,RED,2021,SP,AY21
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51607D,38.0,2:00-5:20pm,Monday,20.0,19.0,Carl Meyer Shawn Godkin Steven Kellenberg,20211,RED,2021,SP,AY21
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51608D,38.0,6:00-9:50pm,Monday,20.0,12.0,Carl Meyer Shawn Godkin Steven Kellenberg,20211,RED,2021,SP,AY21
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lab,51610R,38.0,TBA,,50.0,31.0,Shawn Godkin,20211,RED,2021,SP,AY21
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,,,,,,20211,RED,2021,SP,AY21
RED-598,Office and Industrial Development,2.0,Lecture,51617D,38.0,12:00-1:50pm,Wednesday,30.0,26.0,John Drachman,20211,RED,2021,SP,AY21
RED-598,Multi-Family Development,2.0,Lecture,51618D,38.0,6:00-7:50pm,Wednesday,25.0,23.0,Christopher Payne,20211,RED,2021,SP,AY21
RED-598,Hotel/Resort/Timeshare Development,2.0,Lecture,51626D,38.0,4:00-5:50pm,Wednesday,20.0,14.0,Bruce Baltin,20211,RED,2021,SP,AY21
RED-598,Retail Development,2.0,Lecture,51627D,38.0,6:00-7:50pm,Thursday,30.0,28.0,Jeffrey Kreshek,20211,RED,2021,SP,AY21
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51710D,820.0,TBA,,15.0,5.0,Lisa Ozaeta,20211,HMGT,2021,SP,AY21
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51717D,820.0,TBA,,10.0,8.0,Michael Nichol,20211,HMGT,2021,SP,AY21
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,51711D,820.0,TBA,,30.0,28.0,Stanley Augustine,20211,HMGT,2021,SP,AY21
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,51719D,820.0,TBA,,10.0,8.0,Paul Ginsburg,20211,HMGT,2021,SP,AY21
HMGT-570,Strategic Management,4.0,Lecture,51713D,820.0,TBA,,30.0,26.0,Gregory Chesley,20211,HMGT,2021,SP,AY21
HMGT-570,Strategic Management,4.0,Lecture,51723D,820.0,TBA,,15.0,7.0,Michael Nichol,20211,HMGT,2021,SP,AY21
HMGT-575,Managing and Improving Health,4.0,Lecture,51724D,820.0,TBA,,30.0,28.0,Michael Harris,20211,HMGT,2021,SP,AY21
HMGT-575,Managing and Improving Health,4.0,Lecture,51725D,820.0,TBA,,22.0,13.0,Shawishi Haynes,20211,HMGT,2021,SP,AY21
HMGT-600,Managing Risk,2.0,Lecture,51727D,820.0,TBA,,30.0,20.0,Joe Nihom,20211,HMGT,2021,SP,AY21
HMGT-600,Managing Risk,2.0,Lecture,51728D,820.0,TBA,,25.0,17.0,Joe Nihom,20211,HMGT,2021,SP,AY21
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,51714D,820.0,TBA,,29.0,25.0,Joseph Sierra,20211,HMGT,2021,SP,AY21
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,51716D,820.0,TBA,,29.0,26.0,Joseph Sierra,20211,HMGT,2021,SP,AY21
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,51729D,820.0,TBA,,27.0,17.0,Gary Blackard,20211,HMGT,2021,SP,AY21
HMGT-603,Developing & Monitoring of Quality & Patient Safety Outcomes,2.0,Lecture,51715D,820.0,TBA,,35.0,34.0,Sean Johnson,20211,HMGT,2021,SP,AY21
HMGT-603,Developing & Monitoring of Quality & Patient Safety Outcomes,2.0,Lecture,51730D,820.0,TBA,,20.0,15.0,Sean Johnson,20211,HMGT,2021,SP,AY21
PPD-225,Public Policy and Management,4.0,Lecture,51101R,60.0,6:00-9:20pm,Wednesday,45.0,43.0,Robert Jackman,20203,PPD,2020,F,AY21
PPD-225,Public Policy and Management,4.0,Lecture,51103R,60.0,10:00-11:50am,"Wed, Fri",45.0,37.0,Colin Leslie,20203,PPD,2020,F,AY21
PPD-225,Public Policy and Management,4.0,Lecture,51122R,60.0,10:00-11:50am,"Tue, Thu",45.0,43.0,Janna Rezaee,20203,PPD,2020,F,AY21
PPD-227,Urban Planning and Development,4.0,Lecture,51100R,60.0,8:00-9:50am,"Mon, Wed",55.0,45.0,Dion Jackson,20203,PPD,2020,F,AY21
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,51140D,60.0,10:00-11:50am,"Wed, Fri",45.0,40.0,Grace Bahng,20203,PPD,2020,F,AY21
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51105D,60.0,12:00-1:50pm,"Mon, Wed",71.0,61.0,Genevieve Giuliano,20203,PPD,2020,F,AY21
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51127D,60.0,10:00-11:50am,"Tue, Thu",70.0,70.0,Todd Gish,20203,PPD,2020,F,AY21
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,51119R,60.0,4:00-5:50pm,"Tue, Thu",45.0,43.0,Lavonna Lewis,20203,PPD,2020,F,AY21
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,51126D,60.0,6:30-8:20pm,Tuesday,29.0,29.0,Lauren Opgenorth,20203,PPD,2020,F,AY21
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,51129D,60.0,6:30-8:20pm,Wednesday,27.0,26.0,Aggie Afarinesh,20203,PPD,2020,F,AY21
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51102R,60.0,6:00-9:20pm,Wednesday,31.0,31.0,Megan Besecker,20203,PPD,2020,F,AY21
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51104R,60.0,8:00-9:50am,"Mon, Wed",32.0,31.0,John Romley,20203,PPD,2020,F,AY21
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51112R,60.0,10:00-11:50am,"Mon, Wed",30.0,33.0,John Romley,20203,PPD,2020,F,AY21
PPD-313,Finance of the Public Sector,4.0,Lecture,51113R,60.0,12:00-1:50pm,"Tue, Thu",35.0,33.0,Mark Phillips,20203,PPD,2020,F,AY21
PPD-315,Analytic Foundations for Public Policy,4.0,Lecture,51106R,60.0,10:00-11:50am,"Tue, Thu",42.0,32.0,Pamela Mccann,20203,PPD,2020,F,AY21
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,51108R,60.0,12:00-1:50pm,"Mon, Wed",32.0,29.0,Jason Doctor,20203,PPD,2020,F,AY21
PPD-342,Crime and Public Policy,4.0,Lecture,51118R,60.0,6:00-9:20pm,Tuesday,40.0,25.0,Joseph Cortez,20203,PPD,2020,F,AY21
PPD-357,Government and Business,4.0,Lecture,51139R,60.0,12:00-1:50pm,"Tue, Thu",32.0,30.0,Michael Thom,20203,PPD,2020,F,AY21
PPD-360,Urban Transportation Planning and Policy,4.0,Lecture,51116R,60.0,6:00-9:20pm,Tuesday,32.0,27.0,Walter Beaumont,20203,PPD,2020,F,AY21
PPD-361,"Sustainable Communities, Policy and Planning",4.0,Lecture,51148R,60.0,2:00-3:50pm,"Mon, Wed",60.0,60.0,Antonio Bento,20203,PPD,2020,F,AY21
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,51114R,60.0,8:00-9:50am,"Tue, Thu",32.0,32.0,Gary Painter,20203,PPD,2020,F,AY21
PPD-390,Special Problems,1.0-4.0 units,Lecture,51199D,523.0,TBA,,1.0,1.0,Mary Lynne Boorn,20203,PPD,2020,F,AY21
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,51131R,60.0,6:00-9:20pm,Wednesday,25.0,23.0,Alison Linder,20203,PPD,2020,F,AY21
PPD-404,Empirical Methods for Public Policy,4.0,Lecture,51130R,60.0,10:00-11:50am,"Tue, Thu",30.0,9.0,T.J. Mccarthy,20203,PPD,2020,F,AY21
PPD-413,Administration of Health Care Organizations,4.0,Lecture,51147R,60.0,10:00-11:50am,"Mon, Wed",32.0,15.0,Philip Dalton,20203,PPD,2020,F,AY21
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,51120R,60.0,6:00-9:20pm,Wednesday,25.0,22.0,Jason Neville,20203,PPD,2020,F,AY21
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,51121R,60.0,6:00-9:20pm,Thursday,25.0,25.0,Pedro Ruiz,20203,PPD,2020,F,AY21
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,51128R,60.0,8:00-9:50am,"Mon, Wed",25.0,25.0,Donald Spivack,20203,PPD,2020,F,AY21
PPD-439,Housing and Community Development,4.0,Lecture,51132R,60.0,6:00-9:20pm,Wednesday,40.0,26.0,Jennifer Thomas,20203,PPD,2020,F,AY21
PPD-478,Social Innovation,4.0,Lecture,51125R,60.0,12:00-1:50pm,"Tue, Thu",32.0,22.0,Alexandra Graddy-Reed,20203,PPD,2020,F,AY21
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51136D,60.0,TBA,,10.0,1.0,Samantha Malisos,20203,PPD,2020,F,AY21
PPD-497a,Senior Thesis,2.0,Lecture,51151D,60.0,TBA,,10.0,1.0,Samantha Malisos,20203,PPD,2020,F,AY21
PPD-503,Economics for Public Policy,4.0,Lecture,51216D,60.0,2:00-5:20pm,Wednesday,60.0,50.0,Mark Phillips,20203,PPD,2020,F,AY21
PPD-503,Economics for Public Policy,4.0,Lecture,51217D,60.0,6:00-9:20pm,Monday,35.0,33.0,Antonio Bento,20203,PPD,2020,F,AY21
PPD-503,Economics for Public Policy,4.0,Lecture,51405D,530.0,TBA,,28.0,12.0,Robert Ingenito,20203,PPD,2020,F,AY21
PPD-503,Economics for Public Policy,4.0,Lecture,51460D,593.0,TBA,,25.0,8.0,John Calanni,20203,PPD,2020,F,AY21
PPD-503,Economics for Public Policy,4.0,Lecture,51501R,60.0,6:00-9:20pm,Wednesday,32.0,31.0,Antonio Bento,20203,PPD,2020,F,AY21
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51288R,60.0,6:00-7:50pm,Wednesday,20.0,28.0,Mark Phillips,20203,PPD,2020,F,AY21
PPD-506,Introduction to Microeconomics: Applications in Health,2.0,Lecture,51516D,60.0,4:00-5:50pm,Monday,72.0,68.0,Norma Padron,20203,PPD,2020,F,AY21
PPD-508,Health Care Operations Improvement,3.0,Lecture,31508D,48.0,6:40-9:20pm,Wednesday,20.0,11.0,David Belson,20203,PPD,2020,F,AY21
PPD-508,Health Care Operations Improvement,3.0,Lecture,31708D,34.0,6:40-9:20pm,Wednesday,10.0,1.0,David Belson,20203,PPD,2020,F,AY21
PPD-508,Health Care Operations Improvement,3.0,Lecture,31743D,73.0,6:40-9:20pm,Wednesday,20.0,12.0,David Belson,20203,PPD,2020,F,AY21
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,51206D,60.0,6:00-9:20pm,Wednesday,40.0,37.0,Howard Greenwald,20203,PPD,2020,F,AY21
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,51275D,60.0,2:00-5:20pm,Wednesday,45.0,43.0,Philip Dalton,20203,PPD,2020,F,AY21
PPD-513,Legal Issues in Health Care Delivery,2.0,Lecture,51291D,60.0,6:00-7:50pm,Wednesday,59.0,57.0,Ian Spatz,20203,PPD,2020,F,AY21
PPD-516,Financial Accounting for Health Care Organizations,4.0,Lecture,51271D,60.0,6:00-9:20pm,Monday,38.0,38.0,Samuel King,20203,PPD,2020,F,AY21
PPD-516,Financial Accounting for Health Care Organizations,4.0,Lecture,51500D,60.0,6:00-9:20pm,Monday,41.0,38.0,Eric Delgado,20203,PPD,2020,F,AY21
PPD-518,Quality of Care Concepts,2.0,Lecture,51778D,820.0,TBA,,27.0,25.0,Sean Johnson,20203,PPD,2020,F,AY21
PPD-518,Quality of Care Concepts,2.0,Lecture,51779D,820.0,TBA,,27.0,18.0,Sean Johnson,20203,PPD,2020,F,AY21
PPD-522,Planning Theory and History for a Just Society,4.0,Lecture,51200R,60.0,6:00-9:20pm,Wednesday,60.0,55.0,Meredith Drake Reitan,20203,PPD,2020,F,AY21
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51241D,60.0,6:00-9:20pm,Thursday,25.0,20.0,Eric Shen,20203,PPD,2020,F,AY21
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51212D,60.0,6:00-9:20pm,Tuesday,26.0,26.0,Peter Enzminger,20203,PPD,2020,F,AY21
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0,Lecture,51509R,60.0,2:00-5:20pm,Thursday,60.0,45.0,Geoff Boeing,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51215R,60.0,6:00-9:20pm,Wednesday,24.0,18.0,Yan Tang,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51219R,60.0,6:00-9:20pm,Monday,24.0,22.0,Janna Rezaee,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51246R,60.0,6:00-9:20pm,Thursday,24.0,23.0,Juan Araque,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51252R,60.0,6:00-9:20pm,Tuesday,24.0,24.0,William Resh,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51400D,530.0,TBA,,28.0,9.0,William Resh,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51462D,593.0,TBA,,25.0,17.0,Tara Blanc,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51471D,593.0,TBA,,25.0,13.0,Tara Blanc,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51472D,593.0,TBA,,25.0,17.0,Tara Blanc Logan O'Shaughnessy,20203,PPD,2020,F,AY21
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51478D,593.0,TBA,,25.0,17.0,Tara Blanc Cornelious Burke,20203,PPD,2020,F,AY21
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51401D,530.0,6:00-7:30pm,Tuesday,28.0,18.0,Juliet Musso,20203,PPD,2020,F,AY21
PPD-542,Policy and Program Evaluation,4.0,Lecture,51237R,60.0,6:00-9:20pm,Monday,20.0,20.0,Nicole Esparza,20203,PPD,2020,F,AY21
PPD-542,Policy and Program Evaluation,4.0,Lecture,51393D,597.0,6:00-9:00pm,Thursday,23.0,21.0,Lois Takahashi,20203,PPD,2020,F,AY21
PPD-542,Policy and Program Evaluation,4.0,Lecture,51463D,593.0,TBA,,25.0,17.0,William Leach,20203,PPD,2020,F,AY21
PPD-543,Internship Seminar,1.0,Lecture,51220R,60.0,6:00-7:50pm,Wednesday,20.0,17.0,Thomas Eng,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51226R,60.0,2:00-5:20pm,Wednesday,32.0,32.0,Deborah Natoli,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51238R,60.0,6:00-9:20pm,Thursday,32.0,27.0,Jonathan Speier,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51240R,60.0,2:00-5:20pm,Thursday,32.0,24.0,Howard Greenwald,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51249R,60.0,6:00-9:20pm,Tuesday,32.0,32.0,Deborah Natoli,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51473D,593.0,TBA,,25.0,17.0,Kelly Rawlings,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51474D,593.0,TBA,,25.0,19.0,Kelly Rawlings,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51475D,593.0,TBA,,25.0,18.0,Kelly Rawlings,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51476D,593.0,TBA,,25.0,17.0,Kelly Rawlings Adrianne Ward,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51479D,593.0,TBA,,25.0,17.0,Kelly Rawlings Dian Johnson Harrison,20203,PPD,2020,F,AY21
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51508R,60.0,6:00-9:20pm,Monday,32.0,31.0,Peter Robertson,20203,PPD,2020,F,AY21
PPD-546,Capstone in Public Administration,4.0,Lecture,51464D,593.0,TBA,,25.0,9.0,John Calanni,20203,PPD,2020,F,AY21
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51274D,60.0,2:00-5:20pm,Tuesday,30.0,30.0,Grace Bahng,20203,PPD,2020,F,AY21
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51276D,60.0,6:00-9:20pm,Wednesday,41.0,37.0,Grace Bahng,20203,PPD,2020,F,AY21
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51277D,60.0,2:00-5:20pm,Thursday,28.0,27.0,Nicholas Cain,20203,PPD,2020,F,AY21
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51467D,593.0,TBA,,25.0,12.0,Dr. Dora Kingsley Vertenten,20203,PPD,2020,F,AY21
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51353D,785.0,2:00-5:20pm,Thursday,20.0,12.0,Gayla Kraetsch-Hartsough,20203,PPD,2020,F,AY21
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51466D,593.0,TBA,,30.0,20.0,Matthew Wheeler,20203,PPD,2020,F,AY21
PPD-557,Modeling and Operations Research,4.0,Lecture,51208R,60.0,6:00-9:20pm,Tuesday,32.0,30.0,Jeffrey Smith,20203,PPD,2020,F,AY21
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51221D,60.0,2:00-5:20pm,Wednesday,36.0,38.0,Dan Wei,20203,PPD,2020,F,AY21
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51224D,60.0,6:00-9:20pm,Tuesday,38.0,36.0,Andrew Mc Eachin,20203,PPD,2020,F,AY21
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51247D,60.0,2:00-5:20pm,Thursday,36.0,34.0,Julie Zissimopoulos,20203,PPD,2020,F,AY21
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51273D,60.0,6:00-9:20pm,Thursday,38.0,38.0,Cheng-Yi Lin,20203,PPD,2020,F,AY21
PPD-561a,Policy Analysis Practicum,1.0,Lecture,51270D,60.0,10:00-12:20pm,Monday,70.0,69.0,Grace Bahng Juliet Musso,20203,PPD,2020,F,AY21
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,51351D,785.0,2:00-5:20pm,Tuesday,25.0,23.0,Jeffrey Wasserman,20203,PPD,2020,F,AY21
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0,Lecture,51352D,785.0,6:00-7:50pm,"Mon, Wed",45.0,27.0,Joshua Russell-Fritch,20203,PPD,2020,F,AY21
PPD-571,International Public Policy and Management Seminar,4.0,Lecture,51355D,785.0,2:00-5:20pm,Wednesday,45.0,33.0,Rym Kaki,20203,PPD,2020,F,AY21
PPD-588,Introduction to Transportation Planning Law,2.0,Lecture,29813R,73.0,6:30-8:10pm,Monday,25.0,7.0,Patrick Harder,20203,PPD,2020,F,AY21
PPD-590,Directed Research,1.0-12.0 units,Lecture,51228D,60.0,TBA,,15.0,2.0,Samantha Malisos,20203,PPD,2020,F,AY21
PPD-590,Directed Research,1.0-12.0 units,Lecture,51406D,530.0,TBA,,2.0,2.0,Samantha Malisos,20203,PPD,2020,F,AY21
PPD-601,Management of Long-Term Care Organizations,4.0,Lecture,51396R,597.0,TBA,,45.0,26.0,Kate Wilber,20203,PPD,2020,F,AY21
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51281D,61.0,6:00-7:50pm,Monday,25.0,15.0,Denny Hooten,20203,PPD,2020,F,AY21
PPD-621,Environmental Impacts,4.0,Lecture,51280R,60.0,8:30-11:50am,Friday,20.0,17.0,Geraldine Knatz,20203,PPD,2020,F,AY21
PPD-623,Community Development and Site Planning,4.0,Lecture,51512R,60.0,2:00-5:20pm,Wednesday,32.0,9.0,Elizabeth Falletta,20203,PPD,2020,F,AY21
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,51268R,60.0,10:00-11:50am,Wednesday,16.0,13.0,Mark Hanson,20203,PPD,2020,F,AY21
PPD-634,Institutional and Policy Issues in Transportation,4.0,Lecture,51239R,60.0,8:30-11:50am,Tuesday,30.0,20.0,Marlon Boarnet,20203,PPD,2020,F,AY21
PPD-639,Introduction to Community and Economic Development,4.0,Lecture,51234R,60.0,8:30-11:50am,Monday,32.0,22.0,Elizabeth Halkett,20203,PPD,2020,F,AY21
PPD-640,Leadership Foundations: Competencies and Core Values,4.0,Lecture,51450D,533.0,TBA,,20.0,19.0,Carol Geffner,20203,PPD,2020,F,AY21
PPD-643,Leading Transformations Across Sectors: Integrative Seminar,4.0,Lecture,51451D,533.0,TBA,,25.0,24.0,Carol Geffner,20203,PPD,2020,F,AY21
PPD-644,Shaping the Built Environment,4.0,Lecture,51253R,60.0,6:00-9:20pm,Monday,25.0,20.0,Tridib Banerjee,20203,PPD,2020,F,AY21
PPD-647,Finance of the Public Sector,4.0,Lecture,51287R,60.0,6:00-9:20pm,Wednesday,32.0,26.0,Michael Thom,20203,PPD,2020,F,AY21
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,51468D,593.0,TBA,,25.0,10.0,Matthew Wheeler,20203,PPD,2020,F,AY21
PPD-672,Collaborative Governance,4.0,Lecture,51469D,593.0,TBA,,25.0,10.0,William Leach,20203,PPD,2020,F,AY21
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,51256R,60.0,6:00-9:20pm,Tuesday,27.0,26.0,Claire Peeps,20203,PPD,2020,F,AY21
PPD-680,Development of Effective Groups and Organizations,4.0,Lecture,51354D,785.0,2:00-5:20pm,Wednesday,20.0,11.0,Susan Sinclair Grace Cheng,20203,PPD,2020,F,AY21
PPD-683,Homeland Security and Public Policy,4.0,Lecture,51265R,60.0,6:00-9:20pm,Monday,36.0,36.0,Erroll Southers,20203,PPD,2020,F,AY21
PPD-683,Homeland Security and Public Policy,4.0,Lecture,51397R,597.0,6:00-9:20pm,Monday,3.0,3.0,Erroll Southers,20203,PPD,2020,F,AY21
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0,Lecture,51232R,60.0,6:00-7:50pm,Wednesday,32.0,15.0,Frederick Owusu,20203,PPD,2020,F,AY21
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0,Lecture,51477D,593.0,TBA,,25.0,14.0,Tara Blanc,20203,PPD,2020,F,AY21
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,51507R,60.0,2:00-5:20pm,Monday,26.0,11.0,Jim Ferris,20203,PPD,2020,F,AY21
PPD-690,Alternative Dispute Resolution,4.0,Lecture,51517R,61.0,TBA,,24.0,19.0,Helena Goto,20203,PPD,2020,F,AY21
PPD-696,Health Care Venture Development,2.0,Lecture,51294R,61.0,6:00-7:50pm,Friday,21.0,19.0,Susan Sinclair,20203,PPD,2020,F,AY21
PPD-699,Special Topics,"2.0-4.0 units, max 8",,,,,,,,,20203,PPD,2020,F,AY21
PPD-706,Research Design,4.0,Lecture,51284D,60.0,2:00-5:20pm,Monday,14.0,14.0,Nicole Esparza,20203,PPD,2020,F,AY21
PPD-710a,Research Seminar,2.0,Lecture,51210D,60.0,10:00-11:50am,Wednesday,13.0,12.0,Dowell Myers,20203,PPD,2020,F,AY21
PPD-712,Seminar in Public Policy,4.0,Lecture,51250D,60.0,2:00-5:20pm,Tuesday,12.0,12.0,Pamela Mccann,20203,PPD,2020,F,AY21
PPD-713,Advanced Planning Theory,4.0,Lecture,51251D,60.0,2:00-5:20pm,Wednesday,14.0,14.0,Lisa Schweitzer,20203,PPD,2020,F,AY21
PPD-716,"Econometrics for Policy, Planning and Management I",4.0,Lecture,51293D,60.0,2:00-5:20pm,Monday,12.0,12.0,Nicolas Duquette,20203,PPD,2020,F,AY21
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51203D,1.0,TBA,,25.0,1.0,Samantha Malisos,20203,PPD,2020,F,AY21
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51520D,60.0,TBA,,25.0,18.0,Samantha Malisos,20203,PPD,2020,F,AY21
PPD-794a,Doctoral Dissertation,2.0,Lecture,51257D,60.0,TBA,,12.0,10.0,Juliet Musso,20203,PPD,2020,F,AY21
PPD-794b,Doctoral Dissertation,2.0,Lecture,51258D,60.0,TBA,,10.0,1.0,Juliet Musso,20203,PPD,2020,F,AY21
PPD-794c,Doctoral Dissertation,2.0,Lecture,51259D,60.0,TBA,,11.0,11.0,Juliet Musso,20203,PPD,2020,F,AY21
PPD-794d,Doctoral Dissertation,2.0,Lecture,51260D,60.0,TBA,,10.0,2.0,Juliet Musso,20203,PPD,2020,F,AY21
PPD-794z,Doctoral Dissertation,0.0,Lecture,51261D,60.0,TBA,,12.0,7.0,Juliet Musso,20203,PPD,2020,F,AY21
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,50909D,60.0,6:00-7:50pm,Thursday,25.0,18.0,Laura Wittcoff,20203,PPDE,2020,F,AY21
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51072D,63.0,TBA,,25.0,16.0,Dr. Dora Kingsley Vertenten Kathleen Savant,20203,PPDE,2020,F,AY21
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51075D,63.0,TBA,,25.0,17.0,Dr. Dora Kingsley Vertenten Iridian Carranza,20203,PPDE,2020,F,AY21
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51076D,63.0,TBA,,25.0,20.0,Dr. Dora Kingsley Vertenten Katherine Cooley,20203,PPDE,2020,F,AY21
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51077D,63.0,TBA,,25.0,18.0,Dr. Dora Kingsley Vertenten Karin Koch,20203,PPDE,2020,F,AY21
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51078D,63.0,TBA,,25.0,16.0,Dr. Dora Kingsley Vertenten Nicolle Halbur,20203,PPDE,2020,F,AY21
PPDE-580,Social Innovation,4.0,Lecture,50915R,60.0,6:00-9:20pm,Monday,30.0,24.0,Christine Beckman,20203,PPDE,2020,F,AY21
PPDE-612,Consulting in Healthcare Organizations,2.0,Lecture,50902D,60.0,6:00-8:20pm,Thursday,25.0,13.0,Philip Dalton,20203,PPDE,2020,F,AY21
PPDE-630,Community Health Planning,4.0,Lecture,50903R,60.0,2:00-5:20pm,Tuesday,20.0,16.0,David Sloane,20203,PPDE,2020,F,AY21
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0,Lecture,50907D,60.0,9:00-12:20pm,Tuesday,30.0,26.0,Annette Kim,20203,PPDE,2020,F,AY21
PPDE-639,Housing Dynamics for Policy and Planning,4.0,Lecture,51073R,60.0,2:00-5:20pm,Monday,30.0,15.0,Dowell Myers,20203,PPDE,2020,F,AY21
PPDE-640,Environmental Planning and Analysis,4.0,Lecture,51074R,60.0,6:00-9:20pm,Monday,30.0,18.0,Terry Hayes,20203,PPDE,2020,F,AY21
