name,title,authors,publication_info,citation,year,link,fields,type
Julie Marsh,Assessing Voters’ and Parents’ Perspectives on Current Threats to Public Education,"H Hough, J Marsh, J Estrada-Miller, M Polikoff, J Myung",,,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:QYdC8u9Cj1oC,"['Authors', 'Publication date', 'Description', 'Scholar articles']",Other
Julie Marsh,"Crisis Response in California School Districts: Leadership, Partnership, and Community.","JA Marsh, JE Koppich, DC Humphrey, LS Mulfinger, TN Allbright, ...","Policy Analysis for California Education, PACE, 2022",1,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:OTTXONDVkokC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Accountability battle: A critical analysis of a charter renewal decision,"T Enoch-Stevens, EJ Daramola, H Jabbar, J Marsh","Urban Education, 00420859221095005, 2022",5,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:2VqYfGB8ITEC,"['Authors', 'Publication date', 'Journal', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Social construction is racial construction: Examining the target populations in school-choice policies,"H Jabbar, EJ Daramola, JA Marsh, T Enoch-Stevens, J Alonso, ...","American Journal of Education 128 (3), 487-518, 2022",17,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:6ZxmRoH8BuwC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Policy narratives of accountability and social-emotional learning,"TN Allbright, JA Marsh","Educational Policy 36 (3), 653-688, 2022",20,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:S16KYo8Pm5AC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,State Policy Responses to COVID-19,"CD Herrington, D Menefee-Libey, K Bulkley, KJ Choi, J Marsh","2021 APPAM Fall Research Conference, 2022",,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:cWzG1nlazyYC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Scholar articles']",Journal
Julie Marsh,State Choice Policy and Levers Affecting Equity: Surveying the Landscape. Technical Report. Updated.,"KE Bulkley, JA Marsh, LS Mulfinger","National Center for Research on Education Access and Choice, 2022",,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:mNrWkgRL2YcC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Scholar articles']",Journal
Julie Marsh,States Can Play a Stronger Role in Promoting Equity and Access in School Choice. Policy Brief.,"KE Bulkley, JA Marsh, LS Mulfinger","National Center for Research on Education Access and Choice, 2021",3,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:dBIO0h50nwkC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Schools and School Choice during a Year of Disruption: Views of Parents in Five States. Policy Brief.,"S Haderlein, J Marsh, T Tong, K Bulkley, H Jabbar, E Germain, D Quinn, ...","National Center for Research on Education Access and Choice, 2021",3,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:HIFyuExEbWQC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,The impact of the COVID-19 pandemic on students and educational systems: Critical actions for recovery and the role of research in the years ahead,"HJ Hough, J Myung, BW Domingue, C Edley Jr, M Kurlaender, JA Marsh, ...","PACE, https://edpolicyinca. org/publications/impact-covid-19-pandemic …, 2021",4,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:mlAyqtXpCwEC,"['Authors', 'Publication date', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Book
Julie Marsh,Voter Engagement and Satisfaction with California's Local School Governance: Evidence from the 2021 PACE/USC Rossier Poll.,"JD Alonso, JA Marsh, EJ Daramola","Policy Analysis for California Education, PACE, 2021",,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:NXb4pA-qfm4C,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Scholar articles']",Journal
Julie Marsh,From central office to portfolio manager in three cities: Responding to the principal-agent problem,"KE Bulkley, AC Torres, AK Hashim, S Woodward, JA Marsh, KO Strunk, ...","American Journal of Education 127 (4), 597-626, 2021",5,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:8d8msizDQcsC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Californians and K-12 Education amid COVID-19 Recovery: Views from the 2021 PACE/USC Rossier Poll.,"H Hough, J Marsh, J Myung, D Plank, M Polikoff","Policy Analysis for California Education, PACE, 2021",4,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:0izLItjtcgwC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,How data-driven reform can drive deficit thinking,"M Bertrand, J Marsh","Phi Delta Kappan 102 (8), 35-39, 2021",29,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:GtLg2Ama23sC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Data in the context of systemic racism,"M Bertrand, J Marsh",,,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:4vMrXwiscB8C,"['Authors', 'Publication date', 'Description', 'Scholar articles']",Other
Julie Marsh,Challenging the one best system: The portfolio management model and urban school governance,"KE Bulkley, JA Marsh, KO Strunk, DN Harris, AK Hashim","Harvard Education Press, 2021",24,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:bz8QjSJIRt4C,"['Authors', 'Publication date', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Book
Julie Marsh,"The process and politics of educational governance change in New Orleans, Los Angeles, and Denver","JA Marsh, TN Allbright, DR Brown, KE Bulkley, KO Strunk, DN Harris","American Educational Research Journal 58 (1), 107-159, 2021",32,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:SpbeaW3--B0C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Possibilities and Challenges: Conditions Shaping Educators’ Use of Social–Emotional Learning Indicators,"JA Marsh, K Kennedy","Teachers College Record 122 (14), 1-28, 2020",12,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:_axFR9aDTf0C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Guiding principals: Middle-manager coaching and human-capital reform,"S Bush-Mecenas, JA Marsh, KO Strunk","Teachers College Record 122 (10), 1-50, 2020",9,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:5qfkUJPXOUwC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Civic Engagement in Education: Insights from California's Local Control Funding Formula,"JA Marsh, TK Dhaliwal, M Hall, MS Polikoff","Education Finance and Policy 15 (4), 761-774, 2020",2,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:Dip1O2bNi0gC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Institutional logics in Los Angeles schools: Do multiple models disrupt the grammar of schooling?,"JA Marsh, TN Allbright, KE Bulkley, KE Kennedy, TK Dhaliwal","American Journal of Education 126 (4), 603-651, 2020",38,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:Ug5p-4gJ2f0C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Building on Shaky Ground,"S Bush-Mecenas, JA Marsh","Education Next 20 (2), 2020",1,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:i2xiXl-TujoC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,BUILDING ON SHAKY GROUND: REFORMING A DIVIDED SCHOOL SYSTEM IN LOS ANGELES,"S Bush-Mecenas, JA Marsh","Education Next 20 (2), 40-52, 2020",3,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:0N-VGjzr574C,"['Authors', 'Publication date', 'Source', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Hawthorne School District: Positive Outliers Case Study. Positive Outliers Series.,"TN Allbright, JA Marsh, EJ Daramola, KE Kennedy","Learning Policy Institute, 2019",,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:kz9GbA2Ns4gC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Scholar articles']",Journal
Julie Marsh,Teacher learning from supplementary curricular materials: Shifting instructional roles,"AM Matewos, JA Marsh, S McKibben, GM Sinatra, QT Le, MS Polikoff","Teaching and Teacher Education 83, 212-224, 2019",21,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:b1wdh0AR-JQC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Social-emotional learning practices: Insights from outlier schools,"TN Allbright, JA Marsh, KE Kennedy, HJ Hough, S McKibben","Journal of Research in Innovative Teaching & Learning 12 (1), 35-52, 2019",120,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:lmc2jWPfTJgC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,"From Central Office to Portfolio Manager in Three Cities: Responding to the Principal-Agent Problem March 22, 2019","AC Torres, AK Hashim, S Woodward, JA Marsh, KO Strunk, DN Harris","Paper presented at the AEFP 44th Annual Conference, 2019",,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:TIZ-Mc8IlK0C,"['Authors', 'Publication date', 'Journal', 'Description', 'Scholar articles']",Journal
Julie Marsh,Californians and Public Education: Views from the 2019 PACE/USC Rossier Poll.,"MS Polikof, HJ Hough, JA Marsh, D Plank","Policy Analysis for California Education, PACE, 2019",9,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:YohjEiUPhakC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Conceptualizing equity in the implementation of California education finance reform,"TN Allbright, JA Marsh, M Hall, L Tobben, LO Picus, M Lavadenz","American Journal of Education 125 (2), 173-200, 2019",31,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:ILKRHgRFtOwC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,"Motivational factors in makerspaces: a mixed methods study of elementary school students’ situational interest, self-efficacy, and achievement emotions","VW Vongkulluksn, AM Matewos, GM Sinatra, JA Marsh","International journal of STEM education 5, 1-19, 2018",112,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:L7CI7m0gUJcC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,The Local Control Funding Formula after Four Years: What Do We Know? Research Brief. Getting Down to Facts II.,"JE Koppich, DC Humphrey, JA Marsh, M Polikoff, J Willis","Policy Analysis for California Education, PACE, 2018",,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:PoWvk5oyLR8C,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Scholar articles']",Journal
Julie Marsh,Taking Stock of Stakeholder Engagement in California's Local Control Funding Formula: What Can We Learn from the Past Four Years to Guide Next Steps? Technical Report. Getting …,"JA Marsh, M Hall, T Allbright, L Tobben, L Mulfinger, K Kennedy, ...","Policy Analysis for California Education, PACE, 2018",9,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:gsN89kCJA0AC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Superintendents Speak: Implementing the Local Control Funding Formula (LCFF).,"JA Marsh, JE Koppich","Policy Analysis for California Education, PACE, 2018",9,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:tuHXwOkdijsC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Enacting Social-Emotional Learning: Practices and Supports Employed in CORE Districts and Schools.,"JA Marsh, S McKibben, HJ Hough, TN Allbright, AM Matewos, C Siqueira","Policy Analysis for California Education, PACE, 2018",34,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:5ugPr518TE4C,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,"The impact of speedometry on student knowledge, interest, and emotions","M Polikoff, QT Le, R W. Danielson, G M. Sinatra, J A. Marsh","Journal of Research on Educational Effectiveness 11 (2), 217-239, 2018",14,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:mvPsJ3kp5DgC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,"Enacting Social-Emotional Learning: Lessons from"" Outlier Schools"" in California's CORE Districts.","H Hough, J Marsh, S McKibben","Policy Analysis for California Education, PACE, 2018",6,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:KUbvn5osdkgC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Challenges and choices: A multidistrict analysis of statewide mandated democratic engagement,"JA Marsh, M Hall","American Educational Research Journal 55 (2), 243-286, 2018",38,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:q3oQSFYPqjQC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,How Stakeholder Engagement Fuels Improvement Efforts in Three California School Districts.,"D Humphrey, J Koppich, M Lavadenz, J Marsh, J O'Day, D Plank, ...","Policy Analysis for California Education, PACE, 2018",11,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:tYavs44e6CUC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,The new school advantage? Examining the effects of strategic new school openings on student achievement,"AK Hashim, KO Strunk, JA Marsh","Economics of Education Review 62, 254-266, 2018",17,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:V3AGJWp-ZtQC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,“Seeing the whole elephant”: Changing mindsets and empowering stakeholders to meaningfully manage accountability and improvement,"S Bush-Mecenas, DM de Oca, J Marsh, H Hough","Education Policy Analysis Archives 26, 10-10, 2018",7,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:1qzjygNMrQYC,[],Error
Julie Marsh,The DIVE approach: Using case-ordered meta-matrices and theory-based data displays to analyze multiple case study data,"S Bush-Mecenas, JA Marsh","Complementary research methods for educational leadership and policy studies …, 2018",31,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:Z5m8FVwuT1cC,"['Authors', 'Publication date', 'Journal', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Evaluating teachers in the Big Easy: How organizational context shapes policy responses in New Orleans,"JA Marsh, S Bush-Mecenas, KO Strunk, JA Lincove, A Huguet","Educational Evaluation and Policy Analysis 39 (4), 539-570, 2017",66,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:LPZeul_q3PIC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Learning from early adopters in the new accountability era: Insights from California’s CORE waiver districts,"JA Marsh, S Bush-Mecenas, H Hough","Educational Administration Quarterly 53 (3), 327-364, 2017",48,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:B3FOqHPlNUQC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,"Light touch, heavy hand: Principals and data-use PLCs","A Huguet, CC Farrell, JA Marsh","Journal of Educational Administration 55 (4), 376-389, 2017",52,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:eJXPG6dFmWUC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Speedometry: A vehicle for promoting interest and engagement through integrated STEM instruction,"GM Sinatra, A Mukhopadhyay, TN Allbright, JA Marsh, MS Polikoff","The Journal of Educational Research 110 (3), 308-316, 2017",33,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:5Ul4iDaHHb8C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Postoperative gait mechanics in patients after total hip arthroplasty: a systematic review and meta-analysis,"R Moyer, B Lanting, L Churchill, J Marsh, J Howard, L Somerville","Osteoarthritis and Cartilage 25, S130, 2017",,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:FAceZFleit8C,"['Authors', 'Publication date', 'Source', 'Volume', 'Pages', 'Publisher', 'Description', 'Scholar articles']",Journal
Julie Marsh,Paving the Way to Equity and Coherence? The Local Control Funding Formula in Year 3.,"D Humphrey, J Koppich, M Lavadenz, J Marsh, J O'Day, D Plank, ...","Policy Analysis for California Education, PACE, 2017",39,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:kRWSkSYxWN8C,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Cost-effectiveness of patellar resurfacing compared with non-resurfacing in primary total knee arthroplasty,"E Vasarhelyi, C Weeks, S Graves, L Kelly, J Marsh","Orthopaedic Proceedings 99 (SUPP_6), 67-67, 2017",1,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:_FM0Bhl9EiAC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,An Effective Teacher for Every Student: Developing a Research Agenda to Further Policy Change.,"KO Strunk, JA Marsh, P Bruno","Policy Analysis for California Education, PACE, 2017",4,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:8AbLer7MMksC,"['Authors', 'Publication date', 'Source', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,At the Forefront of the New Accountability Era: Early Implementation Findings from the CORE Waiver Districts.,"JA Marsh, S Bush-Mecenas, HJ Hough, V Park, T Allbright, M Hall, ...","Policy Analysis for California Education, PACE, 2016",12,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:08ZZubdj9fEC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Contributing conditions: A qualitative comparative analysis of teachers’ instructional responses to data,"CC Farrell, JA Marsh","Teaching and Teacher Education 60, 398-412, 2016",91,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:u9iWguZQMMsC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,"Local Control in Action: Learning from the CORE Districts' Focus on Measurement, Capacity Building, and Shared Accountability. Policy Brief 16-4.","J Marsh, S Bush-Mecenas, H Hough","Policy Analysis for California Education, PACE, 2016",4,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:l7t_Zn2s7bgC,"['Authors', 'Publication date', 'Journal', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Innovation and a Return to the Status Quo.,"KO Strunk, JA Marsh, AK Hashim, S Bush-Mecenas","Educational Evaluation & Policy Analysis 38 (3), 2016",,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:3htObqc8RwsC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Description', 'Scholar articles']",Journal
Julie Marsh,The political dynamics of district reform: The form and fate of the Los Angeles Public School Choice Initiative,JA Marsh,"Teachers College Record 118 (9), 1-54, 2016",29,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:4fKUyHm3Qg0C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Innovation and a return to the status quo: A mixed-methods study of school reconstitution,"KO Strunk, JA Marsh, AK Hashim, S Bush-Mecenas","Educational Evaluation and Policy Analysis 38 (3), 549-577, 2016",38,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:nb7KW1ujOQ8C,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
Julie Marsh,Metrics matter: How properties and perceptions of data shape teachers’ instructional responses,"CC Farrell, JA Marsh","Educational Administration Quarterly 52 (3), 423-462, 2016",101,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=33RBwDkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=33RBwDkAAAAJ:SP6oXDckpogC,"['Authors', 'Publication date', 'Journal', 'Volume', 'Issue', 'Pages', 'Publisher', 'Description', 'Total citations', 'Scholar articles']",Journal
