Course number,Course title,Units,Type,Registered,Instructor,term,class_abbr
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,15.0,Kelly Rawlings,20211,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,11.0,Alexandra Graddy-Reed,20211,PPD
PPD-693,Communicating Public Policy,4.0,Lecture,28.0,Seth Oster,20211,PPD
PPD-697,Cultural Proficiency in Health Management and Policy,2.0,Lecture,19.0,Lavonna Lewis,20211,PPD
PPD-700,Teaching Seminar,2.0,Lecture,12.0,Robert Sweeney,20211,PPD
PPD-710b,Research Seminar,2.0,Lecture,12.0,Jeffery Jenkins,20211,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,20.0,Samantha Malisos,20211,PPD
PPD-794a,Doctoral Dissertation,2.0,Lecture,2.0,Juliet Musso,20211,PPD
PPD-794b,Doctoral Dissertation,2.0,Lecture,10.0,Juliet Musso,20211,PPD
PPD-794c,Doctoral Dissertation,2.0,Lecture,1.0,Juliet Musso,20211,PPD
PPD-794d,Doctoral Dissertation,2.0,Lecture,11.0,Juliet Musso,20211,PPD
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,24.0,Laura Wittcoff,20211,PPDE
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,23.0,Juliet Musso,20211,PPDE
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,15.0,Tara Blanc,20211,PPDE
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,5.0,Eric Alegria,20211,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,16.0,Dr. Dora Kingsley Vertenten Dominique Samario,20211,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,13.0,Dr. Dora Kingsley Vertenten John Rogers,20211,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,9.0,Dr. Dora Kingsley Vertenten Iridian Carranza,20211,PPDE
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,10.0,Trent Lim,20211,PPDE
PPDE-634,"Methodology, Methods and Tools for Urban Sustainability",2.0-4.0 units,Lecture,10.0,Hilda Blanco,20211,PPDE
PPDE-641,Art and the City,4.0,Lecture,18.0,Elizabeth Halkett,20211,PPDE
PPDE-644,Land Use and Transportation Planning,4.0,Lecture,14.0,Seth Contreras,20211,PPDE
PPDE-647,Civic Engagement in Governance,4.0,Lecture,11.0,Mindy Romero,20211,PPDE
PPDE-648,Performance Management,4.0,Lecture,21.0,John Drake,20211,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,18.0,T.J. Mccarthy,20211,PPDE
PPDE-670,American Contemporary Homegrown Violent Extremism,4.0,Lecture,20.0,Erroll Southers,20211,PPDE
PPDE-671,Economic Analysis of Education Policy,4.0,Lecture,12.0,Andrew Mc Eachin,20211,PPDE
PPDE-672,An Exploration of the Intelligence Community - from Policy t,4.0,Lecture,20.0,Michael Orosz,20211,PPDE
PPDE-680,Board Governance and Leadership,2.0,Lecture,12.0,Claire Peeps,20211,PPDE
PPDE-681,Fund Development for Nonprofit Organizations,4.0,Lecture,19.0,Arwen Duffy,20211,PPDE
PLUS-653,Leading Change and Innovation in Urban Communities,4.0,Lecture,14.0,Peter Robertson,20211,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Perspective,3.0,Lecture,13.0,Allan Kotin Alon Kraft,20211,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Perspective,3.0,Lecture,16.0,Sherry Okun-Rudnak,20211,PLUS
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,13.0,Clifford Graves,20211,PLUS
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,16.0,Clifford Graves,20211,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,19.0,Nick D'Argenzio,20211,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,20.0,Nicole Kuklok-Waldman,20211,PLUS
PLUS-665,Economics for a Productive City,3.0,Lecture,18.0,Christine Cooper,20211,PLUS
PLUS-665,Economics for a Productive City,3.0,Lecture,17.0,Ralph Mclaughlin,20211,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,17.0,La Mikia Castillo,20211,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,17.0,Kevin Kane,20211,PLUS
PLUS-671,Leading a Collaborative City,4.0,Lecture,14.0,Frank Zerunyan,20211,PLUS
PLUS-671,Leading a Collaborative City,4.0,Lecture,12.0,Erica Jacquez,20211,PLUS
PLUS-672,Integrating Concepts for Action,1.0,Lecture,12.0,Christopher Koontz,20211,PLUS
PLUS-672,Integrating Concepts for Action,1.0,Lecture,14.0,Nashia Lalani,20211,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0,Lecture,10.0,Deborah Natoli,20211,PLUS
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0,Lecture,1.0,Deborah Natoli,20211,PLUS
RED-325,Introduction to Finance in Cities,4.0,Lecture,34.0,John Loper,20211,RED
RED-351,Land Use Regulation,4.0,Lecture,30.0,Donna Tripp,20211,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,20211,RED
RED-398,Retail Properties,4.0,Lecture,30.0,Bret Nielsen,20211,RED
RED-398,Residential Properties,4.0,Lecture,30.0,Aleks Baharlo,20211,RED
RED-417,History of Planning and Development,4.0,Lecture,56.0,Cara Mullio,20211,RED
RED-417,History of Planning and Development,4.0,Lecture,60.0,David Sloane,20211,RED
RED-425,Designing Livable Communities,4.0,Lecture,24.0,Joseph Lutz,20211,RED
RED-425,Designing Livable Communities,4.0,Lecture,25.0,Elizabeth Falletta,20211,RED
RED-425,Designing Livable Communities,4.0,Lecture,26.0,Meaghan Pohl,20211,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,35.0,Marylynne Boorn,20211,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,25.0,William Fishel Matthew Stewart,20211,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,19.0,Brian Miller,20211,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,30.0,Spencer Couts,20211,RED
RED-500,Real Estate Development and the Economy,2.0,Lecture,24.0,Mott Smith,20211,RED
RED-510,Real Estate Practice and Principles,4.0,Lecture,30.0,Joel Bryant,20211,RED
RED-512,Real Estate Project Analysis,4.0,Lecture,14.0,Terri Dickerhoff,20211,RED
RED-545,Advanced Real Estate and Financial Modeling,2.0,Lecture,11.0,Ehud Mouchly,20211,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lecture,17.0,Christian Redfearn,20211,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lecture,15.0,Christian Redfearn,20211,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lab,13.0,Iain Gulin,20211,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lab,19.0,Iain Gulin,20211,RED
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,7.0,Keith Allen-Niesen,20211,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,19.0,Carl Meyer Shawn Godkin Steven Kellenberg,20211,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,12.0,Carl Meyer Shawn Godkin Steven Kellenberg,20211,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lab,31.0,Shawn Godkin,20211,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,20211,RED
RED-598,Office and Industrial Development,2.0,Lecture,26.0,John Drachman,20211,RED
RED-598,Multi-Family Development,2.0,Lecture,23.0,Christopher Payne,20211,RED
RED-598,Hotel/Resort/Timeshare Development,2.0,Lecture,14.0,Bruce Baltin,20211,RED
RED-598,Retail Development,2.0,Lecture,28.0,Jeffrey Kreshek,20211,RED
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,5.0,Lisa Ozaeta,20211,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,8.0,Michael Nichol,20211,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,28.0,Stanley Augustine,20211,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,8.0,Paul Ginsburg,20211,HMGT
HMGT-570,Strategic Management,4.0,Lecture,26.0,Gregory Chesley,20211,HMGT
HMGT-570,Strategic Management,4.0,Lecture,7.0,Michael Nichol,20211,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,28.0,Michael Harris,20211,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,13.0,Shawishi Haynes,20211,HMGT
HMGT-600,Managing Risk,2.0,Lecture,20.0,Joe Nihom,20211,HMGT
HMGT-600,Managing Risk,2.0,Lecture,17.0,Joe Nihom,20211,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,25.0,Joseph Sierra,20211,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,26.0,Joseph Sierra,20211,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,17.0,Gary Blackard,20211,HMGT
HMGT-603,Developing & Monitoring of Quality & Patient Safety Outcomes,2.0,Lecture,34.0,Sean Johnson,20211,HMGT
HMGT-603,Developing & Monitoring of Quality & Patient Safety Outcomes,2.0,Lecture,15.0,Sean Johnson,20211,HMGT
PPD-225,Public Policy and Management,4.0,Lecture,43.0,Robert Jackman,20203,PPD
PPD-225,Public Policy and Management,4.0,Lecture,37.0,Colin Leslie,20203,PPD
PPD-225,Public Policy and Management,4.0,Lecture,43.0,Janna Rezaee,20203,PPD
PPD-227,Urban Planning and Development,4.0,Lecture,45.0,Dion Jackson,20203,PPD
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,40.0,Grace Bahng,20203,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,61.0,Genevieve Giuliano,20203,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,70.0,Todd Gish,20203,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,43.0,Lavonna Lewis,20203,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,29.0,Lauren Opgenorth,20203,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,26.0,Aggie Afarinesh,20203,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,31.0,Megan Besecker,20203,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,31.0,John Romley,20203,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,33.0,John Romley,20203,PPD
PPD-313,Finance of the Public Sector,4.0,Lecture,33.0,Mark Phillips,20203,PPD
PPD-315,Analytic Foundations for Public Policy,4.0,Lecture,32.0,Pamela Mccann,20203,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,29.0,Jason Doctor,20203,PPD
PPD-342,Crime and Public Policy,4.0,Lecture,25.0,Joseph Cortez,20203,PPD
PPD-357,Government and Business,4.0,Lecture,30.0,Michael Thom,20203,PPD
PPD-360,Urban Transportation Planning and Policy,4.0,Lecture,27.0,Walter Beaumont,20203,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0,Lecture,60.0,Antonio Bento,20203,PPD
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,32.0,Gary Painter,20203,PPD
PPD-390,Special Problems,1.0-4.0 units,Lecture,1.0,Mary Lynne Boorn,20203,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,23.0,Alison Linder,20203,PPD
PPD-404,Empirical Methods for Public Policy,4.0,Lecture,9.0,T.J. Mccarthy,20203,PPD
PPD-413,Administration of Health Care Organizations,4.0,Lecture,15.0,Philip Dalton,20203,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,22.0,Jason Neville,20203,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,25.0,Pedro Ruiz,20203,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,25.0,Donald Spivack,20203,PPD
PPD-439,Housing and Community Development,4.0,Lecture,26.0,Jennifer Thomas,20203,PPD
PPD-478,Social Innovation,4.0,Lecture,22.0,Alexandra Graddy-Reed,20203,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,1.0,Samantha Malisos,20203,PPD
PPD-497a,Senior Thesis,2.0,Lecture,1.0,Samantha Malisos,20203,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,50.0,Mark Phillips,20203,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,33.0,Antonio Bento,20203,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,12.0,Robert Ingenito,20203,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,8.0,John Calanni,20203,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,31.0,Antonio Bento,20203,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,28.0,Mark Phillips,20203,PPD
PPD-506,Introduction to Microeconomics: Applications in Health,2.0,Lecture,68.0,Norma Padron,20203,PPD
PPD-508,Health Care Operations Improvement,3.0,Lecture,11.0,David Belson,20203,PPD
PPD-508,Health Care Operations Improvement,3.0,Lecture,1.0,David Belson,20203,PPD
PPD-508,Health Care Operations Improvement,3.0,Lecture,12.0,David Belson,20203,PPD
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,37.0,Howard Greenwald,20203,PPD
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,43.0,Philip Dalton,20203,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0,Lecture,57.0,Ian Spatz,20203,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0,Lecture,38.0,Samuel King,20203,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0,Lecture,38.0,Eric Delgado,20203,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,25.0,Sean Johnson,20203,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,18.0,Sean Johnson,20203,PPD
PPD-522,Planning Theory and History for a Just Society,4.0,Lecture,55.0,Meredith Drake Reitan,20203,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,20.0,Eric Shen,20203,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,26.0,Peter Enzminger,20203,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0,Lecture,45.0,Geoff Boeing,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,18.0,Yan Tang,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,22.0,Janna Rezaee,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,23.0,Juan Araque,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,24.0,William Resh,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,9.0,William Resh,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,17.0,Tara Blanc,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,13.0,Tara Blanc,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,17.0,Tara Blanc Logan O'Shaughnessy,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,17.0,Tara Blanc Cornelious Burke,20203,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,18.0,Juliet Musso,20203,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,20.0,Nicole Esparza,20203,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,21.0,Lois Takahashi,20203,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,17.0,William Leach,20203,PPD
PPD-543,Internship Seminar,1.0,Lecture,17.0,Thomas Eng,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,32.0,Deborah Natoli,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,27.0,Jonathan Speier,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,24.0,Howard Greenwald,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,32.0,Deborah Natoli,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,17.0,Kelly Rawlings,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,19.0,Kelly Rawlings,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,18.0,Kelly Rawlings,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,17.0,Kelly Rawlings Adrianne Ward,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,17.0,Kelly Rawlings Dian Johnson Harrison,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,31.0,Peter Robertson,20203,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,9.0,John Calanni,20203,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,30.0,Grace Bahng,20203,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,37.0,Grace Bahng,20203,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,27.0,Nicholas Cain,20203,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,12.0,Dr. Dora Kingsley Vertenten,20203,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,12.0,Gayla Kraetsch-Hartsough,20203,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,20.0,Matthew Wheeler,20203,PPD
PPD-557,Modeling and Operations Research,4.0,Lecture,30.0,Jeffrey Smith,20203,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,38.0,Dan Wei,20203,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,36.0,Andrew Mc Eachin,20203,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,34.0,Julie Zissimopoulos,20203,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,38.0,Cheng-Yi Lin,20203,PPD
PPD-561a,Policy Analysis Practicum,1.0,Lecture,69.0,Grace Bahng Juliet Musso,20203,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,23.0,Jeffrey Wasserman,20203,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0,Lecture,27.0,Joshua Russell-Fritch,20203,PPD
PPD-571,International Public Policy and Management Seminar,4.0,Lecture,33.0,Rym Kaki,20203,PPD
PPD-588,Introduction to Transportation Planning Law,2.0,Lecture,7.0,Patrick Harder,20203,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,2.0,Samantha Malisos,20203,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,2.0,Samantha Malisos,20203,PPD
PPD-601,Management of Long-Term Care Organizations,4.0,Lecture,26.0,Kate Wilber,20203,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,15.0,Denny Hooten,20203,PPD
PPD-621,Environmental Impacts,4.0,Lecture,17.0,Geraldine Knatz,20203,PPD
PPD-623,Community Development and Site Planning,4.0,Lecture,9.0,Elizabeth Falletta,20203,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,13.0,Mark Hanson,20203,PPD
PPD-634,Institutional and Policy Issues in Transportation,4.0,Lecture,20.0,Marlon Boarnet,20203,PPD
PPD-639,Introduction to Community and Economic Development,4.0,Lecture,22.0,Elizabeth Halkett,20203,PPD
PPD-640,Leadership Foundations: Competencies and Core Values,4.0,Lecture,19.0,Carol Geffner,20203,PPD
PPD-643,Leading Transformations Across Sectors: Integrative Seminar,4.0,Lecture,24.0,Carol Geffner,20203,PPD
PPD-644,Shaping the Built Environment,4.0,Lecture,20.0,Tridib Banerjee,20203,PPD
PPD-647,Finance of the Public Sector,4.0,Lecture,26.0,Michael Thom,20203,PPD
PPD-651,Seminar in the Administration of Local Government,4.0,Lecture,10.0,Matthew Wheeler,20203,PPD
PPD-672,Collaborative Governance,4.0,Lecture,10.0,William Leach,20203,PPD
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,26.0,Claire Peeps,20203,PPD
PPD-680,Development of Effective Groups and Organizations,4.0,Lecture,11.0,Susan Sinclair Grace Cheng,20203,PPD
PPD-683,Homeland Security and Public Policy,4.0,Lecture,36.0,Erroll Southers,20203,PPD
PPD-683,Homeland Security and Public Policy,4.0,Lecture,3.0,Erroll Southers,20203,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0,Lecture,15.0,Frederick Owusu,20203,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0,Lecture,14.0,Tara Blanc,20203,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,11.0,Jim Ferris,20203,PPD
PPD-690,Alternative Dispute Resolution,4.0,Lecture,19.0,Helena Goto,20203,PPD
PPD-696,Health Care Venture Development,2.0,Lecture,19.0,Susan Sinclair,20203,PPD
PPD-699,Special Topics,"2.0-4.0 units, max 8",,,,20203,PPD
PPD-706,Research Design,4.0,Lecture,14.0,Nicole Esparza,20203,PPD
PPD-710a,Research Seminar,2.0,Lecture,12.0,Dowell Myers,20203,PPD
PPD-712,Seminar in Public Policy,4.0,Lecture,12.0,Pamela Mccann,20203,PPD
PPD-713,Advanced Planning Theory,4.0,Lecture,14.0,Lisa Schweitzer,20203,PPD
PPD-716,"Econometrics for Policy, Planning and Management I",4.0,Lecture,12.0,Nicolas Duquette,20203,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,1.0,Samantha Malisos,20203,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,18.0,Samantha Malisos,20203,PPD
PPD-794a,Doctoral Dissertation,2.0,Lecture,10.0,Juliet Musso,20203,PPD
PPD-794b,Doctoral Dissertation,2.0,Lecture,1.0,Juliet Musso,20203,PPD
PPD-794c,Doctoral Dissertation,2.0,Lecture,11.0,Juliet Musso,20203,PPD
PPD-794d,Doctoral Dissertation,2.0,Lecture,2.0,Juliet Musso,20203,PPD
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,18.0,Laura Wittcoff,20203,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,16.0,Dr. Dora Kingsley Vertenten Kathleen Savant,20203,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,17.0,Dr. Dora Kingsley Vertenten Iridian Carranza,20203,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,20.0,Dr. Dora Kingsley Vertenten Katherine Cooley,20203,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,18.0,Dr. Dora Kingsley Vertenten Karin Koch,20203,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,16.0,Dr. Dora Kingsley Vertenten Nicolle Halbur,20203,PPDE
PPDE-580,Social Innovation,4.0,Lecture,24.0,Christine Beckman,20203,PPDE
PPDE-612,Consulting in Healthcare Organizations,2.0,Lecture,13.0,Philip Dalton,20203,PPDE
PPDE-630,Community Health Planning,4.0,Lecture,16.0,David Sloane,20203,PPDE
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0,Lecture,26.0,Annette Kim,20203,PPDE
PPDE-639,Housing Dynamics for Policy and Planning,4.0,Lecture,15.0,Dowell Myers,20203,PPDE
PPDE-640,Environmental Planning and Analysis,4.0,Lecture,18.0,Terry Hayes,20203,PPDE
PPDE-645,Financial Management of Nonprofit Organizations,4.0,Lecture,23.0,Linda Sanner,20203,PPDE
PPDE-646,Grant Writing Practicum,2.0,Lecture,18.0,Kimberly Tso,20203,PPDE
PPDE-648,Performance Management,4.0,Lecture,11.0,John Drake,20203,PPDE
PPDE-649,"International Development NGOs: Theory, Policy and Manageme",4.0,Lecture,14.0,Rym Kaki,20203,PPDE
PPDE-662,China from a US Policy Perspective,4.0,Lecture,27.0,Eric Heikkila,20203,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,27.0,T.J. Mccarthy,20203,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,28.0,T.J. Mccarthy,20203,PPDE
PPDE-669,U.S. Education Policy,4.0,Lecture,12.0,Kendrick Davis,20203,PPDE
PLUS-650,Public Policy and Globalization,4.0,Lecture,15.0,Michael Thom,20203,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Per,3.0,Lecture,18.0,Allan Kotin Alon Kraft,20203,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Per,3.0,Lecture,20.0,John Perfitt,20203,PLUS
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,18.0,Nashia Lalani,20203,PLUS
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,20.0,Clifford Graves,20203,PLUS
PLUS-662,Planning and Development Case Study,1.0,Lecture,17.0,Sherry Okun-Rudnak,20203,PLUS
PLUS-662,Planning and Development Case Study,1.0,Lecture,17.0,Brandon McCall,20203,PLUS
PLUS-662,Planning and Development Case Study,1.0,Lecture,17.0,Allan Kotin,20203,PLUS
PLUS-663,Designing Livable Environments I,1.0,Lecture,18.0,Elizabeth Falletta,20203,PLUS
PLUS-663,Designing Livable Environments I,1.0,Lecture,18.0,Luciana Varkulja,20203,PLUS
PLUS-663,Designing Livable Environments I,1.0,Lecture,17.0,Meaghan Pohl,20203,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,17.0,Nicole Kuklok-Waldman,20203,PLUS
PLUS-665,Economics for a Productive City,3.0,Lecture,20.0,Christine Cooper,20203,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,11.0,Katherine Cole,20203,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,14.0,Katherine Perez,20203,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,11.0,Andrzej Rutkowski,20203,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,14.0,John Cho,20203,PLUS
PLUS-669,Designing Livable Environments II,1.0,Lecture,14.0,Elizabeth Falletta,20203,PLUS
PLUS-669,Designing Livable Environments II,1.0,Lecture,17.0,Catherine Saez,20203,PLUS
PLUS-670,Communicating Data for Planning and Development,1.0,Lecture,14.0,Dowell Myers,20203,PLUS
PLUS-670,Communicating Data for Planning and Development,1.0,Lecture,17.0,Dowell Myers,20203,PLUS
PLUS-671,Leading a Collaborative City,4.0,Lecture,13.0,Erica Jacquez,20203,PLUS
PLUS-671,Leading a Collaborative City,4.0,Lecture,15.0,Frank Zerunyan,20203,PLUS
PLUS-672,Integrating Concepts for Action,1.0,Lecture,14.0,Nashia Lalani,20203,PLUS
PLUS-672,Integrating Concepts for Action,1.0,Lecture,14.0,Christopher Koontz,20203,PLUS
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0,Lecture,10.0,Deborah Natoli,20203,PLUS
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0,Lecture,3.0,Deborah Natoli,20203,PLUS
RED-325,Introduction to Finance in Cities,4.0,Lecture,12.0,John Loper,20203,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,27.0,Jorge De la Roca,20203,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,39.0,Jorge De la Roca,20203,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,26.0,Moussa Diop,20203,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,20.0,Moussa Diop,20203,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,25.0,John Loper,20203,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,20203,RED
RED-398,Residential Properties,4.0,Lecture,29.0,Aleks Baharlo,20203,RED
RED-398,Retail Properties,4.0,Lecture,30.0,Bret Nielsen,20203,RED
