Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,term,class_abbr
,,,Lecture,31708D,34.0,6:40-9:20pm,Wednesday,10.0,1.0,David Belson,20203,PPD
,,,Lecture,31743D,73.0,6:40-9:20pm,Wednesday,20.0,12.0,David Belson,20203,PPD
PPD-509,Problems and Issues in the Health Field,4.0 units,Lecture,51206D,60.0,6:00-9:20pm,Wednesday,40.0,37.0,Howard Greenwald,20203,PPD
,,,Lecture,51275D,60.0,2:00-5:20pm,Wednesday,45.0,43.0,Philip Dalton,20203,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0 units,Lecture,51290D,61.0,6:00-7:50pm,Wednesday,30.0,0.0,Ralph Oyaga,20203,PPD
,,,Lecture,51291D,60.0,6:00-7:50pm,Wednesday,59.0,57.0,Ian Spatz,20203,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0 units,Lecture,51271D,60.0,6:00-9:20pm,Monday,38.0,38.0,Samuel King,20203,PPD
,,,Lecture,51500D,60.0,6:00-9:20pm,Monday,41.0,38.0,Eric Delgado,20203,PPD
PPD-518,Quality of Care Concepts,2.0 units,Lecture,51778D,820.0,TBA,,27.0,25.0,Sean Johnson,20203,PPD
,,,Lecture,51779D,820.0,TBA,,27.0,18.0,Sean Johnson,20203,PPD
PPD-522,Planning Theory and History for a Just Society,4.0 units,Lecture,51200R,60.0,6:00-9:20pm,Wednesday,60.0,55.0,Meredith Drake Reitan,20203,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51241D,60.0,6:00-9:20pm,Thursday,25.0,20.0,Eric Shen,20203,PPD
,,,Lecture-Lab,51212D,60.0,6:00-9:20pm,Tuesday,26.0,26.0,Peter Enzminger,20203,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0 units,Lecture,51509R,60.0,2:00-5:20pm,Thursday,60.0,45.0,Geoff Boeing,20203,PPD
PPD-540,Fundamentals of Public Administration,4.0 units,Lecture,51215R,60.0,6:00-9:20pm,Wednesday,24.0,18.0,Yan Tang,20203,PPD
,,,Lecture,51219R,60.0,6:00-9:20pm,Monday,24.0,22.0,Janna Rezaee,20203,PPD
,,,Lecture,51246R,60.0,6:00-9:20pm,Thursday,24.0,23.0,Juan Araque,20203,PPD
,,,Lecture,51252R,60.0,6:00-9:20pm,Tuesday,24.0,24.0,William Resh,20203,PPD
,,,Lecture,51400D,530.0,TBA,,28.0,9.0,William Resh,20203,PPD
,,,Lecture,51462D,593.0,TBA,,25.0,17.0,Tara Blanc,20203,PPD
,,,Lecture,51471D,593.0,TBA,,25.0,13.0,Tara Blanc,20203,PPD
,,,Lecture,51472D,593.0,TBA,,25.0,17.0,Tara Blanc Logan O'Shaughnessy,20203,PPD
,,,Lecture,51478D,593.0,TBA,,25.0,17.0,Tara Blanc Cornelious Burke,20203,PPD
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51401D,530.0,6:00-7:30pm,Tuesday,28.0,18.0,Juliet Musso,20203,PPD
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51222R,60.0,TBA,,20.0,0.0,Howard Greenwald,20203,PPD
,,,Lecture,51237R,60.0,6:00-9:20pm,Monday,20.0,20.0,Nicole Esparza,20203,PPD
,,,Lecture,51393D,597.0,6:00-9:00pm,Thursday,23.0,21.0,Lois Takahashi,20203,PPD
,,,Lecture,51463D,593.0,TBA,,25.0,17.0,William Leach,20203,PPD
PPD-543,Internship Seminar,1.0 unit,Lecture,51220R,60.0,6:00-7:50pm,Wednesday,20.0,17.0,Thomas Eng,20203,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0 units,Lecture,51226R,60.0,2:00-5:20pm,Wednesday,32.0,32.0,Deborah Natoli,20203,PPD
,,,Lecture,51238R,60.0,6:00-9:20pm,Thursday,32.0,27.0,Jonathan Speier,20203,PPD
,,,Lecture,51240R,60.0,2:00-5:20pm,Thursday,32.0,24.0,Howard Greenwald,20203,PPD
,,,Lecture,51249R,60.0,6:00-9:20pm,Tuesday,32.0,32.0,Deborah Natoli,20203,PPD
,,,Lecture,51473D,593.0,TBA,,25.0,17.0,Kelly Rawlings,20203,PPD
,,,Lecture,51474D,593.0,TBA,,25.0,19.0,Kelly Rawlings,20203,PPD
,,,Lecture,51475D,593.0,TBA,,25.0,18.0,Kelly Rawlings,20203,PPD
,,,Lecture,51476D,593.0,TBA,,25.0,17.0,Kelly Rawlings Adrianne Ward,20203,PPD
,,,Lecture,51479D,593.0,TBA,,25.0,17.0,Kelly Rawlings Dian Johnson Harrison,20203,PPD
,,,Lecture,51508R,60.0,6:00-9:20pm,Monday,32.0,31.0,Peter Robertson,20203,PPD
PPD-546,Capstone in Public Administration,4.0 units,Lecture,51464D,593.0,TBA,,25.0,9.0,John Calanni,20203,PPD
PPD-554,Foundations of Policy Analysis,4.0 units,Lecture,51274D,60.0,2:00-5:20pm,Tuesday,30.0,30.0,Grace Bahng,20203,PPD
,,,Lecture,51276D,60.0,6:00-9:20pm,Wednesday,41.0,37.0,Grace Bahng,20203,PPD
,,,Lecture,51277D,60.0,2:00-5:20pm,Thursday,28.0,27.0,Nicholas Cain,20203,PPD
,,,Lecture,51467D,593.0,TBA,,25.0,12.0,Dr. Dora Kingsley Vertenten,20203,PPD
PPD-555,Public Policy Formulation and Implementation,4.0 units,Lecture,51353D,785.0,2:00-5:20pm,Thursday,20.0,12.0,Gayla Kraetsch-Hartsough,20203,PPD
,,,Lecture,51402D,530.0,-,,28.0,0.0,Mindy Romero,20203,PPD
,,,Lecture,51466D,593.0,TBA,,30.0,20.0,Matthew Wheeler,20203,PPD
PPD-557,Modeling and Operations Research,4.0 units,Lecture,51208R,60.0,6:00-9:20pm,Tuesday,32.0,30.0,Jeffrey Smith,20203,PPD
PPD-558,Multivariate Statistical Analysis,4.0 units,Lecture,51221D,60.0,2:00-5:20pm,Wednesday,36.0,38.0,Dan Wei,20203,PPD
,,,Lecture,51224D,60.0,6:00-9:20pm,Tuesday,38.0,36.0,Andrew Mc Eachin,20203,PPD
,,,Lecture,51247D,60.0,2:00-5:20pm,Thursday,36.0,34.0,Julie Zissimopoulos,20203,PPD
,,,Lecture,51273D,60.0,6:00-9:20pm,Thursday,38.0,38.0,Cheng-Yi Lin,20203,PPD
PPD-561a,Policy Analysis Practicum,1.0 unit,Lecture,51270D,60.0,10:00-12:20pm,Monday,70.0,69.0,Grace Bahng Juliet Musso,20203,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0 units,Lecture,51351D,785.0,2:00-5:20pm,Tuesday,25.0,23.0,Jeffrey Wasserman,20203,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0 units,Lecture,51352D,785.0,6:00-7:50pm,"Mon, Wed",45.0,27.0,Joshua Russell-Fritch,20203,PPD
PPD-571,International Public Policy and Management Seminar,4.0 units,Lecture,51355D,785.0,2:00-5:20pm,Wednesday,45.0,33.0,Rym Kaki,20203,PPD
PPD-588,Introduction to Transportation Planning Law,2.0 units,Lecture,29813R,73.0,6:30-8:10pm,Monday,25.0,7.0,Patrick Harder,20203,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,51228D,60.0,TBA,,15.0,2.0,Samantha Malisos,20203,PPD
,,,Lecture,51406D,530.0,TBA,,2.0,2.0,Samantha Malisos,20203,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51292D,60.0,TBA,,20.0,0.0,,20203,PPD
PPD-601,Management of Long-Term Care Organizations,4.0 units,Lecture,51396R,597.0,TBA,,45.0,26.0,Kate Wilber,20203,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51281D,61.0,6:00-7:50pm,Monday,25.0,15.0,Denny Hooten,20203,PPD
PPD-621,Environmental Impacts,4.0 units,Lecture,51280R,60.0,8:30-11:50am,Friday,20.0,17.0,Geraldine Knatz,20203,PPD
PPD-623,Community Development and Site Planning,4.0 units,Lecture,51512R,60.0,2:00-5:20pm,Wednesday,32.0,9.0,Elizabeth Falletta,20203,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0 units,Lecture,51262R,61.0,TBA,,24.0,0.0,Barry Waite Bonnie Shrewsbury,20203,PPD
,,,Lecture,51268R,60.0,10:00-11:50am,Wednesday,16.0,13.0,Mark Hanson,20203,PPD
,,,Lecture,51269R,1.0,TBA,,16.0,0.0,Mark Hanson,20203,PPD
PPD-634,Institutional and Policy Issues in Transportation,4.0 units,Lecture,51239R,60.0,8:30-11:50am,Tuesday,30.0,20.0,Marlon Boarnet,20203,PPD
PPD-639,Introduction to Community and Economic Development,4.0 units,Lecture,51234R,60.0,8:30-11:50am,Monday,32.0,22.0,Elizabeth Halkett,20203,PPD
PPD-640,Leadership Foundations: Competencies and Core Values,4.0 units,Lecture,51450D,533.0,TBA,,20.0,19.0,Carol Geffner,20203,PPD
PPD-643,Leading Transformations Across Sectors: Integrative Seminar,4.0 units,Lecture,51451D,533.0,TBA,,25.0,24.0,Carol Geffner,20203,PPD
PPD-644,Shaping the Built Environment,4.0 units,Lecture,51253R,60.0,6:00-9:20pm,Monday,25.0,20.0,Tridib Banerjee,20203,PPD
PPD-647,Finance of the Public Sector,4.0 units,Lecture,51287R,60.0,6:00-9:20pm,Wednesday,32.0,26.0,Michael Thom,20203,PPD
PPD-651,Seminar in the Administration of Local Government,4.0 units,Lecture,51468D,593.0,TBA,,25.0,10.0,Matthew Wheeler,20203,PPD
PPD-672,Collaborative Governance,4.0 units,Lecture,51469D,593.0,TBA,,25.0,10.0,William Leach,20203,PPD
PPD-673,Strategic Planning in the Public Sector,4.0 units,Lecture,51470D,593.0,-,,25.0,0.0,Tara Blanc,20203,PPD
PPD-675,Nonprofit Management and Leadership,4.0 units,Lecture,51256R,60.0,6:00-9:20pm,Tuesday,27.0,26.0,Claire Peeps,20203,PPD
PPD-680,Development of Effective Groups and Organizations,4.0 units,Lecture,51354D,785.0,2:00-5:20pm,Wednesday,20.0,11.0,Susan Sinclair Grace Cheng,20203,PPD
PPD-683,Homeland Security and Public Policy,4.0 units,Lecture,51265R,60.0,6:00-9:20pm,Monday,36.0,36.0,Erroll Southers,20203,PPD
,,,Lecture,51397R,597.0,6:00-9:20pm,Monday,3.0,3.0,Erroll Southers,20203,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0 units,Lecture,51232R,60.0,6:00-7:50pm,Wednesday,32.0,15.0,Frederick Owusu,20203,PPD
,,,Lecture,51477D,593.0,TBA,,25.0,14.0,Tara Blanc,20203,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0 units,Lecture,51507R,60.0,2:00-5:20pm,Monday,26.0,11.0,Jim Ferris,20203,PPD
PPD-690,Alternative Dispute Resolution,4.0 units,Lecture,51517R,61.0,TBA,,24.0,19.0,Helena Goto,20203,PPD
PPD-696,Health Care Venture Development,2.0 units,Lecture,51294R,61.0,6:00-7:50pm,Friday,21.0,19.0,Susan Sinclair,20203,PPD
PPD-699,Special Topics,"2.0-4.0 units, max 8",,,,,,,,,20203,PPD
,New Directions in Political Institutions and Political Economy,4.0,Lecture,51504D,60.0,2:00-5:20pm,Thursday,12.0,0.0,Jeffery Jenkins,20203,PPD
PPD-706,Research Design,4.0 units,Lecture,51284D,60.0,2:00-5:20pm,Monday,14.0,14.0,Nicole Esparza,20203,PPD
PPD-710a,Research Seminar,2.0 units,Lecture,51210D,60.0,10:00-11:50am,Wednesday,13.0,12.0,Dowell Myers,20203,PPD
PPD-712,Seminar in Public Policy,4.0 units,Lecture,51250D,60.0,2:00-5:20pm,Tuesday,12.0,12.0,Pamela Mccann,20203,PPD
PPD-713,Advanced Planning Theory,4.0 units,Lecture,51251D,60.0,2:00-5:20pm,Wednesday,14.0,14.0,Lisa Schweitzer,20203,PPD
PPD-716,"Econometrics for Policy, Planning and Management I",4.0 units,Lecture,51293D,60.0,2:00-5:20pm,Monday,12.0,12.0,Nicolas Duquette,20203,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51203D,1.0,TBA,,25.0,1.0,Samantha Malisos,20203,PPD
,,,Lecture,51520D,60.0,TBA,,25.0,18.0,Samantha Malisos,20203,PPD
PPD-794a,Doctoral Dissertation,2.0 units,Lecture,51257D,60.0,TBA,,12.0,10.0,Juliet Musso,20203,PPD
PPD-794b,Doctoral Dissertation,2.0 units,Lecture,51258D,60.0,TBA,,10.0,1.0,Juliet Musso,20203,PPD
PPD-794c,Doctoral Dissertation,2.0 units,Lecture,51259D,60.0,TBA,,11.0,11.0,Juliet Musso,20203,PPD
PPD-794d,Doctoral Dissertation,2.0 units,Lecture,51260D,60.0,TBA,,10.0,2.0,Juliet Musso,20203,PPD
PPD-794z,Doctoral Dissertation,0.0 units,Lecture,51261D,60.0,TBA,,12.0,7.0,Juliet Musso,20203,PPD
PPDE-505,Professional Workshop in Public Administration,2.0 units,Lecture,50909D,60.0,6:00-7:50pm,Thursday,25.0,18.0,Laura Wittcoff,20203,PPDE
PPDE-506,Professional Residency in Public Administration,1.0 unit,Lecture,51072D,63.0,TBA,,25.0,16.0,Dr. Dora Kingsley Vertenten Kathleen Savant,20203,PPDE
,,,Lecture,51075D,63.0,TBA,,25.0,17.0,Dr. Dora Kingsley Vertenten Iridian Carranza,20203,PPDE
,,,Lecture,51076D,63.0,TBA,,25.0,20.0,Dr. Dora Kingsley Vertenten Katherine Cooley,20203,PPDE
,,,Lecture,51077D,63.0,TBA,,25.0,18.0,Dr. Dora Kingsley Vertenten Karin Koch,20203,PPDE
,,,Lecture,51078D,63.0,TBA,,25.0,16.0,Dr. Dora Kingsley Vertenten Nicolle Halbur,20203,PPDE
PPDE-580,Social Innovation,4.0 units,Lecture,50915R,60.0,6:00-9:20pm,Monday,30.0,24.0,Christine Beckman,20203,PPDE
PPDE-610,Population Health Management,2.0 units,Lecture,50916R,60.0,TBA,,25.0,0.0,Ellen Rudy,20203,PPDE
PPDE-612,Consulting in Healthcare Organizations,2.0 units,Lecture,50902D,60.0,6:00-8:20pm,Thursday,25.0,13.0,Philip Dalton,20203,PPDE
PPDE-628,Introduction to Lean Health Care,2.0 units,Lecture,50900R,61.0,TBA,,25.0,0.0,Trent Lim,20203,PPDE
PPDE-630,Community Health Planning,4.0 units,Lecture,50903R,60.0,2:00-5:20pm,Tuesday,20.0,16.0,David Sloane,20203,PPDE
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0 units,Lecture,50907D,60.0,9:00-12:20pm,Tuesday,30.0,26.0,Annette Kim,20203,PPDE
PPDE-639,Housing Dynamics for Policy and Planning,4.0 units,Lecture,51073R,60.0,2:00-5:20pm,Monday,30.0,15.0,Dowell Myers,20203,PPDE
PPDE-640,Environmental Planning and Analysis,4.0 units,Lecture,51074R,60.0,6:00-9:20pm,Monday,30.0,18.0,Terry Hayes,20203,PPDE
PPDE-645,Financial Management of Nonprofit Organizations,4.0 units,Lecture,50908R,60.0,6:00-9:20pm,Wednesday,26.0,23.0,Linda Sanner,20203,PPDE
PPDE-646,Grant Writing Practicum,2.0 units,Lecture,50905R,61.0,TBA,,26.0,18.0,Kimberly Tso,20203,PPDE
PPDE-648,Performance Management,4.0 units,Lecture,50910R,60.0,2:00-5:20pm,Thursday,32.0,11.0,John Drake,20203,PPDE
PPDE-649,"International Development NGOs: Theory, Policy and Manageme",4.0 units,Lecture,50914R,60.0,6:00-9:20pm,Monday,20.0,14.0,Rym Kaki,20203,PPDE
PPDE-662,China from a US Policy Perspective,4.0 units,Lecture,50911R,60.0,6:00-9:20pm,Thursday,32.0,27.0,Eric Heikkila,20203,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0 units,Lecture,50912D,60.0,2:00-5:20pm,Tuesday,32.0,27.0,T.J. Mccarthy,20203,PPDE
,,,Lecture,50917D,60.0,2:00-5:20pm,Wednesday,32.0,28.0,T.J. Mccarthy,20203,PPDE
PPDE-669,U.S. Education Policy,4.0 units,Lecture,50922R,60.0,6:00-9:20pm,Tuesday,32.0,12.0,Kendrick Davis,20203,PPDE
PLUS-650,Public Policy and Globalization,4.0 units,Lecture,51555D,60.0,6:00-9:50pm,Thursday,18.0,15.0,Michael Thom,20203,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Per,3.0 units,Lecture,51540D,919.0,5:30-6:45pm,Wednesday,25.0,18.0,Allan Kotin Alon Kraft,20203,PLUS
,,,Lecture,51541D,919.0,5:30-6:45pm,Monday,25.0,20.0,John Perfitt,20203,PLUS
PLUS-661,Politics and Process of Urban Development,2.0 units,Lecture,51543D,919.0,5:30-6:30pm,Thursday,25.0,18.0,Nashia Lalani,20203,PLUS
,,,Lecture,51544D,919.0,5:30-6:30pm,Tuesday,25.0,20.0,Clifford Graves,20203,PLUS
PLUS-662,Planning and Development Case Study,1.0 unit,Lecture,51530D,545.0,TBA,,25.0,17.0,Sherry Okun-Rudnak,20203,PLUS
,,,Lecture,51534D,545.0,TBA,,25.0,17.0,Brandon McCall,20203,PLUS
,,,Lecture,51568D,545.0,TBA,,25.0,17.0,Allan Kotin,20203,PLUS
PLUS-663,Designing Livable Environments I,1.0 unit,Lecture,51531D,545.0,TBA,,25.0,18.0,Elizabeth Falletta,20203,PLUS
,,,Lecture,51536D,545.0,TBA,,25.0,18.0,Luciana Varkulja,20203,PLUS
,,,Lecture,51569D,545.0,TBA,,25.0,17.0,Meaghan Pohl,20203,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0 units,Lecture,51546D,919.0,5:30-6:30pm,Monday,25.0,17.0,Nicole Kuklok-Waldman,20203,PLUS
PLUS-665,Economics for a Productive City,3.0 units,Lecture,51548D,919.0,5:30-6:45pm,Wednesday,25.0,20.0,Christine Cooper,20203,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0 units,Lecture,51560D,919.0,5:30-6:45pm,Wednesday,25.0,11.0,Katherine Cole,20203,PLUS
,,,Lecture,51561D,919.0,5:30-6:45pm,Monday,25.0,14.0,Katherine Perez,20203,PLUS
PLUS-668,Big Data for Planning and Development,2.0 units,Lecture,51562D,919.0,5:30-6:30pm,Thursday,25.0,11.0,Andrzej Rutkowski,20203,PLUS
,,,Lecture,51563D,919.0,5:30-6:30pm,Tuesday,25.0,14.0,John Cho,20203,PLUS
PLUS-669,Designing Livable Environments II,1.0 unit,Lecture,51532D,545.0,TBA,,25.0,14.0,Elizabeth Falletta,20203,PLUS
,,,Lecture,51537D,545.0,TBA,,25.0,17.0,Catherine Saez,20203,PLUS
PLUS-670,Communicating Data for Planning and Development,1.0 unit,Lecture,51533D,545.0,TBA,,50.0,14.0,Dowell Myers,20203,PLUS
,,,Lecture,51538D,545.0,TBA,,17.0,17.0,Dowell Myers,20203,PLUS
PLUS-671,Leading a Collaborative City,4.0 units,Lecture,51564D,919.0,5:30-8:20pm,Tuesday,25.0,13.0,Erica Jacquez,20203,PLUS
,,,Lecture,51565D,919.0,5:30-8:20pm,Monday,25.0,15.0,Frank Zerunyan,20203,PLUS
PLUS-672,Integrating Concepts for Action,1.0 unit,Lecture,51566D,919.0,5:30-6:30pm,Wednesday,25.0,14.0,Nashia Lalani,20203,PLUS
,,,Lecture,51567D,919.0,5:30-6:30pm,Wednesday,25.0,14.0,Christopher Koontz,20203,PLUS
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51550D,60.0,TBA,,20.0,10.0,Deborah Natoli,20203,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51551D,1.0,-,,20.0,0.0,Deborah Natoli,20203,PLUS
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51552D,1.0,-,,20.0,3.0,Deborah Natoli,20203,PLUS
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51553D,1.0,-,,20.0,0.0,Deborah Natoli,20203,PLUS
RED-325,Introduction to Finance in Cities,4.0 units,Lecture,51669D,60.0,4:00-5:50pm,"Mon, Wed",30.0,12.0,John Loper,20203,RED
RED-351,Land Use Regulation,4.0 units,Lecture,51667R,1.0,TBA,,30.0,0.0,,20203,RED
RED-362,Real Estate Development Fundamentals,4.0 units,Lecture,51650R,60.0,8:00-9:50am,"Tue, Thu",40.0,27.0,Jorge De la Roca,20203,RED
,,,Lecture,51651R,60.0,12:00-1:50pm,"Tue, Thu",40.0,39.0,Jorge De la Roca,20203,RED
RED-375,Real Estate Development Analysis,4.0 units,Lecture,51644R,60.0,12:00-1:50pm,"Mon, Wed",27.0,26.0,Moussa Diop,20203,RED
,,,Lecture,51652R,60.0,8:00-9:50am,"Mon, Wed",25.0,20.0,Moussa Diop,20203,RED
,,,Lecture,51653R,60.0,8:30-11:50am,Friday,25.0,25.0,John Loper,20203,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,,,,,,20203,RED
,Residential Properties,4.0,Lecture,51662R,60.0,6:00-9:20pm,Monday,30.0,29.0,Aleks Baharlo,20203,RED
,Retail Properties,4.0,Lecture,51663R,60.0,6:00-9:20pm,Thursday,30.0,30.0,Bret Nielsen,20203,RED
RED-417,History of Planning and Development,4.0 units,Lecture,51654R,60.0,10:00-11:50am,"Tue, Thu",45.0,36.0,Cara Mullio,20203,RED
,,,Lecture,51655R,60.0,2:00-3:50pm,"Tue, Thu",45.0,39.0,Todd Gish,20203,RED
,,,Lecture,51666R,60.0,6:00-9:20pm,Wednesday,45.0,45.0,Clark Taylor,20203,RED
RED-425,Designing Livable Communities,4.0 units,Lecture,51656R,60.0,12:00-1:50pm,"Mon, Wed",25.0,25.0,Elizabeth Falletta,20203,RED
,,,Lecture,51657R,60.0,6:00-9:20pm,Monday,25.0,23.0,Emily Taylor,20203,RED
,,,Lecture,51664R,60.0,6:00-9:20pm,Thursday,25.0,24.0,Joseph Lutz,20203,RED
RED-435,Analyzing Real Estate Markets,4.0 units,Lecture,51658R,60.0,6:00-9:20pm,Monday,25.0,19.0,Chris Macke,20203,RED
,,,Lecture,51659R,60.0,2:00-3:50pm,"Tue, Thu",25.0,25.0,Marylynne Boorn,20203,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0 units,Lecture,51660R,60.0,6:00-9:20pm,Wednesday,28.0,19.0,Christian Redfearn,20203,RED
,,,Lecture,51665R,60.0,2:00-3:50pm,"Tue, Thu",28.0,28.0,Spencer Couts,20203,RED
RED-490,Directed Research,"1.0-8.0 units, max 12",Lecture,51661D,1.0,TBA,,10.0,0.0,Samantha Malisos,20203,RED
RED-509,Market Analysis for Real Estate,4.0 units,Lecture,51600D,38.0,6:00-9:30pm,Tuesday,37.0,33.0,Marylynne Boorn,20203,RED
RED-510,Real Estate Practice and Principles,4.0 units,Lecture,51602R,38.0,6:00-9:30pm,Monday,30.0,28.0,Joel Bryant,20203,RED
RED-511,Foundations of Real Estate Analysis,4.0 units,Lecture,51603R,38.0,6:00-9:20pm,Monday,30.0,17.0,John Loper,20203,RED
RED-542,Finance of Real Estate Development,3.0 units,Lecture,51605D,38.0,6:00-8:50pm,Thursday,25.0,16.0,Spencer Couts,20203,RED
,,,Lab,51606R,38.0,4:00-5:50pm,Thursday,25.0,16.0,Iain Gulin,20203,RED
RED-544,Real Estate Capital Markets,2.0 units,Lecture,51607D,38.0,6:30-8:20pm,Wednesday,50.0,33.0,Shlomi Ronen,20203,RED
RED-551,The Approval Process,4.0 units,Lecture,51608D,38.0,8:30-11:50am,Thursday,30.0,17.0,Nicole Kuklok-Waldman Donna Shen Tripp,20203,RED
RED-562,Legal Issues in Real Estate Development,4.0 units,Lecture,51609D,38.0,8:00-9:50am,"Mon, Wed",25.0,19.0,Keith Allen-Niesen,20203,RED
RED-563,Introduction to the Asset Management of Real Estate,2.0 units,Lecture,51610D,38.0,8:00-9:50am,Tuesday,25.0,25.0,Stanley Iezman,20203,RED
RED-574,Building Typologies,2.0 units,Lecture,51612D,38.0,4:00-5:50pm,Wednesday,32.0,31.0,Carl Meyer Shawn Godkin,20203,RED
,,,Lecture,51613D,38.0,TBA,,10.0,0.0,Carl Meyer Shawn Godkin,20203,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,51614D,38.0,TBA,,10.0,2.0,Samantha Malisos,20203,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,51615D,38.0,6:00-7:50pm,Monday,25.0,15.0,Nam Joe,20203,RED
HMGT-512,Information Technology and Patient Engagement,2.0 units,Lecture,51711D,820.0,TBA,,35.0,28.0,Darryl Brown,20203,HMGT
,,,Lecture,51716D,820.0,TBA,,35.0,30.0,Darryl Brown,20203,HMGT
,,,Lecture,51718D,820.0,TBA,,22.0,10.0,Michael Palacios,20203,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0 units,Lecture,51710D,820.0,TBA,,39.0,35.0,Lisa Ozaeta,20203,HMGT
,,,Lecture,51717D,820.0,TBA,,15.0,13.0,Lisa Ozaeta,20203,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0 units,Lecture,51720D,820.0,TBA,,25.0,19.0,Alice Chen,20203,HMGT
,,,Lecture,51722D,820.0,TBA,,15.0,9.0,Alice Chen,20203,HMGT
HMGT-570,Strategic Management,4.0 units,Lecture,51712D,820.0,TBA,,38.0,28.0,Michael Harris,20203,HMGT
,,,Lecture,51713D,820.0,TBA,,30.0,18.0,Victor Pena,20203,HMGT
,,,Lecture,51714D,820.0,TBA,,30.0,14.0,Stanley Augustine,20203,HMGT
HMGT-575,Managing and Improving Health,4.0 units,Lecture,51723D,820.0,TBA,,28.0,23.0,Glenn Melnick,20203,HMGT
,,,Lecture,51724D,820.0,TBA,,30.0,11.0,Glenn Melnick,20203,HMGT
HMGT-600,Managing Risk,2.0 units,Lecture,51726D,820.0,TBA,,37.0,36.0,Michael Harris,20203,HMGT
,,,Lecture,51727D,820.0,TBA,,20.0,8.0,Michael Harris,20203,HMGT
PPD-301,PPD Practices: Internship Seminar,2.0 units,Lecture,51395D,596.0,TBA,,30.0,29.0,Aggie Afarinesh,20202,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51100D,51.0,TBA,,20.0,0.0,,20202,PPD
,,,Lecture,51101D,50.0,TBA,,20.0,0.0,,20202,PPD
,,,Lecture,51107D,59.0,TBA,,15.0,0.0,,20202,PPD
PPD-500,Intersectoral Leadership,2.0 units,Lecture,51469D,593.0,TBA,,20.0,5.0,Logan O'Shaugnessy,20202,PPD
PPD-503,Economics for Public Policy,4.0 units,Lecture,51202D,59.0,5:30-7:35pm,"Mon, Wed",53.0,48.0,T.J. Mccarthy,20202,PPD
,,,Lecture,51460D,593.0,TBA,,50.0,27.0,Brandon De Bruhl,20202,PPD
PPD-504,Essential Statistics for Public Management,2.0 units,Lecture,51396D,596.0,6:00-8:30pm,Tuesday,29.0,26.0,Mark Phillips,20202,PPD
,,,Lecture,51461D,593.0,TBA,,25.0,19.0,John Calanni,20202,PPD
PPD-511,Health Information Systems,2.0 units,Lecture,51303D,541.0,6:00-7:50pm,Tuesday,30.0,29.0,Matthew Lazari,20202,PPD
,,,Lecture,51305D,541.0,6:00-7:50pm,Thursday,30.0,21.0,Matthew Lazari,20202,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0 units,Lecture,51317D,541.0,6:00-7:50pm,Monday,30.0,30.0,Philip Dalton,20202,PPD
,,,Lecture,51319D,541.0,6:00-7:50pm,Wednesday,30.0,24.0,Philip Dalton,20202,PPD
PPD-540,Fundamentals of Public Administration,4.0 units,Lecture,51462D,593.0,TBA,,50.0,33.0,Matthew Wheeler Cornelious Burke,20202,PPD
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51463D,593.0,TBA,,40.0,20.0,Juliet Musso,20202,PPD
