name,title,year,citation,link,publisher,type
Howard Greenwald,"The Book's Author Replies-Re: Book Review of"" Who Survives Cancer?""",1994,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:isC4tDSrTZIC,"[Baltimore, Md.] School of Hygiene and Public Health of the Johns Hopkins University.",Journal
Howard Greenwald,Work disability among cancer patients,1989,102,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:UeHWp8X0CEIC,Pergamon,Journal
Howard Greenwald,The prevalence of pain in four cancers,1987,233,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:u5HHmVD_uO8C,"Wiley Subscription Services, Inc., A Wiley Company",Journal
Howard Greenwald,Interethnic differences in pain perception,1991,232,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:u-x6o8ySG0sC,No longer published by Elsevier,Journal
Howard Greenwald,Cost containment and initiation of care for cancer in a Medicare-eligible population,1986,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:IWHjjKOFINEC,American Society for Public Administration,Journal
Howard Greenwald,Issues in survey data on medical practice: some empirical comparisons.,1986,18,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:Zph67rFs4hoC,SAGE Publications,Journal
Howard Greenwald,Response-Problems in the use of aggregate measures,1996,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:RYcK_YlVTxYC,"Oxford; New York: Pergamon Press, c1988-",Journal
Howard Greenwald,"HMO membership, copayment, and initiation of care for cancer: a study of working adults.",1987,43,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:_FxGoFyzp5QC,American Public Health Association,Journal
Howard Greenwald,Interspecialty variation in office-based care,1984,103,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:qjMakFHDy7sC,LWW,Journal
Howard Greenwald,Physician attitudes toward communication with cancer patients,1982,65,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:Tyk-4Ss8FVUC,Pergamon,Journal
Howard Greenwald,Transportation or CT scanners: a theory and method of health resources allocation.,1979,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:YOwf2qJgpHMC,Health Research & Educational Trust,Journal
Howard Greenwald,Scientists and technocratic ideology,1979,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:L8Ckcad2t8MC,The University of North Carolina Press,Journal
Howard Greenwald,Social problems in cancer control,1980,11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:35N4QoGY0k4C,,Journal
Howard Greenwald,The structure and content of family practice: current status and future trends.,1982,185,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:9yKSN-GCB0IC,,Journal
Howard Greenwald,Stop violence now.,1995,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:TFP_iSt0sucC,,Journal
Howard Greenwald,Politics and the new insecurity: Ideological changes of professionals in a recession,1978,19,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:KlAtU1dfN6UC,The University of North Carolina Press,Journal
Howard Greenwald,Scientists and the Need to Manage.,1978,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:ldfaerwXgEUC,,Journal
Howard Greenwald,Delay and noncompliance in cancer detection: a behavioral perspective for health planners,1978,69,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:zYLM7Y9cAGgC,Milbank Memorial Fund,Journal
Howard Greenwald,"ECONOMIC INSECURITY, PROFESSIONAL VALUES, AND POLITICAL IDEOLOGY: A STUDY OF ENGINEERS AND SCIENTISTS IN CALIFORNIA.",1977,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:k_IJM867U9cC,,Other
Christian Grose,Crossing Over: Majority Party Control Affects Legislator Behavior and the Agenda,2022,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:KxtntwgDAa4C,Cambridge University Press,Journal
Howard Greenwald,"PROGRAMS, PRACTICES, PEOPLE",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:TQgYirikUcIC,,Other
Christian Grose,Social lobbying,2022,24,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:XiSMed-E-HIC,The University of Chicago Press,Journal
Christian Grose,The (Missing?) Role of Institutions in Behavioral Public Administration: A Roundtable Discourse,2022,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:l7t_Zn2s7bgC,,Journal
Christian Grose,The Demobilizing Effect of Primary Electoral Institutions on Voters of Color,2021,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:u9iWguZQMMsC,,Journal
Christian Grose,Independent Redistricting Commissions Increase Voter Perceptions of Fairness,2021,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:WbkHhVStYXYC,,Journal
Christian Grose,"Experiments, political elites, and political institutions",2021,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:OU6Ihb5iCvQC,Cambridge University Press,Journal
Christian Grose,Sexual Harassment and Candidate Evaluation: Gender and Partisanship Interact to Affect Voter Responses to Candidates Accused of Harassment,2021,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:738O_yMBCRsC,Springer US,Journal
Howard Greenwald,The Specificity of Quality-of-Life Measures Among the Seriously III,1987,58,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JEOePlkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JEOePlkAAAAJ:WF5omc3nYNoC,LWW,Journal
Christian Grose,A New Form of Gerrymandering Using CVAP?,2020,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:08ZZubdj9fEC,http://schwarzeneggerinstitute.com/images/files/Missouri_CVAP_Mendez_Garcia_Grose_FINAL.pdf,Journal
Christian Grose,Reducing legislative polarization: Top-two and open primaries are associated with more moderate legislators,2020,27,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:P5F9QuxV20EC,"Now Publishers, Inc.",Journal
Christian Grose,Random Audits and Regulatory Compliance,2019,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:J-pR_7NvFogC,https://www.theregreview.org/2019/11/21/wood-grose-random-audits-regulatory-compliance/,Journal
Christian Grose,Randomized experiments by government institutions and American political development,2020,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:abG-DnoFyZgC,Springer US,Journal
Christian Grose,TRENDS: economic interests cause elected officials to liberalize their racial attitudes,2020,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:yD5IFk8b50cC,SAGE Publications,Journal
Christian Grose,The private interests of public officials: Financial regulation in the US congress,2021,17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:3s1wT3WcHBgC,,Journal
Christian Grose,The Worst Partisan Gerrymanders in U.S. State Legislatures,2019,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:V3AGJWp-ZtQC,https://files.elfsightcdn.com/c98035dd-59ef-4b06-8e5b-c8d4dd555d9d/7f88292d-d6df-4f1c-9f0c-5f52e9d61a9e.pdf,Journal
Christian Grose,How Will the Michael Cohen and Duncan Hunter Scandals Affect the November Election? Here’s What Our Research Finds,2018,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:BrmTIyaxlBUC,,Journal
Christian Grose,"The paradox of race, religion, and representation: the persistent influence of white evangelicals and the decline of white religious voters",2018,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:_xSYboBqXhAC,Cambridge University Press,Journal
Christian Grose,Racial Representation in the Trump-era Congress,2017,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:1qzjygNMrQYC,https://issuu.com/cacextensions/docs/123412-extensions_final-web,Journal
Christian Grose,Field experimental work on political institutions,2014,110,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:J_g5lzvAfSwC,Annual Reviews,Journal
Christian Grose,Explaining explanations: How legislators explain their policy positions and how citizens react,2015,206,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:isC4tDSrTZIC,,Journal
Christian Grose,The adoption of electoral reforms and ideological change in the California state legislature,2014,27,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:35N4QoGY0k4C,,Journal
Christian Grose,What Persuades Elected Officials to Remove Confederate Symbols? Framing It as Good for Business,2017,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:kRWSkSYxWN8C,,Journal
Christian Grose,Doubling down: Inequality in responsiveness and the policy preferences of elected officials,2018,76,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:bFI3QPDXJZMC,,Journal
Christian Grose,Risk and Roll Calls: How Legislators' Personal Finances Shape Congressional Decisions,2013,25,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:NaGl4SEjCO4C,,Journal
Christian Grose,Journal of Experimental Political Science,2014,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:XiVPGOgt02cC,,Journal
Christian Grose,Field experiments on elected and public officials: Ethical obligations and requirements,2015,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:NhqRSupF_l8C,Routledge,Part of Book
Christian Grose,"Separated powers in the United States: The ideology of agencies, presidents, and congress",2012,313,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:_FxGoFyzp5QC,Blackwell Publishing Inc,Journal
Christian Grose,Redistricting: Coalition Districts and the Voting RIghts Act,2011,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:bEWYMUwI8FkC,Berkeley Law,Journal
Christian Grose,The lengthened shadow of another institution? Ideal point estimates for the executive branch and congress,2011,138,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:LkGwnXOMwfcC,Blackwell Publishing Inc,Journal
Christian Grose,Congress in black and white: Race and representation in Washington and at home,2011,304,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:qjMakFHDy7sC,Cambridge University Press,Book
Christian Grose,"Listen to What I Say, Not How I Vote: Congressional Support for the President in Washington and at Home*",2010,23,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:5nxA0vEk-isC,Blackwell Publishing Inc,Journal
Christian Grose,Priming rationality: A theory and field experiment of participation in legislatures,2010,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:ldfaerwXgEUC,,Journal
Christian Grose,Who Really Loses in American Democracy?,2010,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:kNdYIx-mwKoC,,Journal
Christian Grose,"Plus ça Change: Race, Gender, and Issue Retrospections in the 2008 US Presidential Election",2010,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:roLk4NBRz8UC,Routledge,Journal
Christian Grose,Is Candidate Rhetorical Tone Associated with Presidential Vote Choice?,2014,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:M05iB0D1s5AC,IGI Global,Part of Book
Christian Grose,Avoiding the vote: A theory and field experiment of the social costs of public political participation,2008,21,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:Y0pCki6q_DkC,,Journal
Christian Grose,"The Iraq War, partisanship, and candidate attributes: Variation in partisan swing in the 2006 US House elections",2007,142,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:d1gkVwhDpl0C,Blackwell Publishing Ltd,Journal
Christian Grose,"Race, political empowerment, and constituency service: Descriptive representation and the hiring of African-American congressional staff",2007,54,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:IjCSPb-OGe4C,The University of Chicago Press,Journal
Christian Grose,Secretaries of pork? A new theory of distributive public policy,2009,217,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:u-x6o8ySG0sC,Cambridge University Press,Journal
Christian Grose,Ideological Hedging in Uncertain Times: Inconsistent Legislative Representation and Voter Enfranchisement,2008,28,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:QIV2ME_5wuYC,,Journal
Christian Grose,"Cues, Endorsements, and Heresthetic in a High-profile Election: Racial Polarization in Durham, North Carolina?",2007,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:UebtZRa9Y70C,,Journal
Christian Grose,"‘Valence Voters: Images, Issues, and Citizen Vote Choice in US Senate Elections",2007,24,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:W7OEmFMy1HYC,,Journal
Christian Grose,Agreeable administrators? Analyzing the public positions of cabinet secretaries and presidents,2007,41,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:2osOgNQ5qMEC,Blackwell Publishing Inc,Journal
Christian Grose,Primaries and Citizen Behavior,2016,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:5ugPr518TE4C,OSF,Other
Christian Grose,"Bridging the divide: Interethnic cooperation; Minority media outlets; and the coverage of Latino, African-American, and Asian-American members of congress",2006,26,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:WF5omc3nYNoC,Sage Publications,Journal
Christian Grose,"The Three Presidencies? Legislative Position Taking in Support of the President on Domestic, Foreign, and Homeland Security Policies in the 107th Congress (2001-02)",2007,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:YsMSGLbcyi4C,Taylor & Francis Group,Journal
Christian Grose,The spatial model and the Senate trial of president Clinton,2006,23,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:UeHWp8X0CEIC,Sage Publications,Journal
Christian Grose,Black Faces in the Mirror: African Americans and Their Representatives in Congress,2005,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:vV6vV6tmYwMC,Cambridge University Press,Journal
Christian Grose,Disentangling Constituency and Legislator Effects in Legislative Representation: Black Legislators or Black Districts?*,2005,175,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:u5HHmVD_uO8C,Blackwell Publishing,Journal
Christian Grose,Do Legislators Use ‘Pork’Projects to Deviate from Constituents' Interests? Valence Advantages and Position-Taking in Congress,2005,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:qUcmZB5y_30C,,Journal
Christian Grose,"Is it better to join the majority? The electoral effects of party switching by Southern State Legislators, 1972-2000",2004,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:IWHjjKOFINEC,,Journal
Christian Grose,"The electoral consequences of party switching by incumbent members of Congress, 1947–2000",2003,106,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:9yKSN-GCB0IC,Blackwell Publishing Ltd,Journal
Christian Grose,Beyond the vote: A theory of Black representation in Congress,2003,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:Tyk-4Ss8FVUC,,Other
Christian Grose,Black-Majority Districts or Black Influence Districts? Evaluating the Representation of African Americans in the Wake of Georgia v. Ashcroft,2007,19,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:8k81kl-MbHgC,Institute for Governmental Studies Public Policy Press,Journal
Christian Grose,Party Switching by Incumbent,2003,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:bnK-pcrLprsC,,Journal
Christian Grose,Did 9/11 Allow Members of Congress to Vote More Extremely? Homeland Security Valence Issues and Legislator Ideological Distance from Their Constituents,2005,4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:4JMBOYKVnBMC,,Journal
Christian Grose,"Black Legislators and White Districts, White Legislators and Black Districts: The Effect of Court-Ordered Redistricting on Congressional Voting Records in the South, 1993-2000",2001,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:ZeXyd9-uunAC,,Journal
Christian Grose,"Issue Voting, Iraq War Casualties, and the 2006 Election: Who Gets the Blame and Who Gets the Credit?",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:fPk4N6BV_jEC,,Other
Christian Grose,Alabama 1998: luck runs out for GOP and Christian right as Democrats gamble on the lottery,1998,84,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:HDshCWvjkbEC,,Journal
Christian Grose,"Partisan politics and electoral design: the enfranchisement of felons and ex-felons in the United States, 1960–99",2005,28,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:zYLM7Y9cAGgC,SAGE Publications,Journal
Norris Gunby,In a niche of time: Do specialty hospitals outperform general services hospitals?,2013,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:eQOLeE2rZwMC,LWW,Journal
Norris Gunby,Innovation adoption decisions: The effect of problem solving styles and social support,2010,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:_FxGoFyzp5QC,"Jordan Whitney Enterprises, Inc",Journal
Norris Gunby,The governance of telecommuters: An agency and transaction cost analysis,2011,26,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:ufrVoPGSRksC,Allied Business Academies,Journal
Norris Gunby,Racial microaggressions in the workplace: A critical race analysis of the experiences of African American educators,2016,243,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:YsMSGLbcyi4C,Sage Publications,Journal
Christian Grose,"Electoral Institutions and Voter Participation: The Effect of Felon Disenfranchisement Laws on Voter Turnout in the US Southern States, 1984–2000",2001,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zbpfIWAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zbpfIWAAAAAJ:eQOLeE2rZwMC,,Journal
Norris Gunby,Enhancing marketing recruitment strategies: Administrator tenure and nursing expenditures,2005,5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:WF5omc3nYNoC,Taylor & Francis,Journal
Norris Gunby,Firm performance and complementary strategy development processes,2009,37,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:LkGwnXOMwfcC,Emerald Group Publishing Limited,Journal
Norris Gunby,Jaśkiewicz i S–ka1,2007,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:roLk4NBRz8UC,Emerald Group Publishing Limited,Journal
Eric Heikkila,Do land use regulations help give rise to informal settlements? Evidence from Buenos Aires,2023,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UiKzYNMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=UiKzYNMAAAAJ:tS2w5q8j5-wC,Pergamon,Journal
Norris Gunby,Strategy development processes in long-term care: a multi-dimensional assessment,2004,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4ofcfXcAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4ofcfXcAAAAJ:mVmsd5A6BfQC,,Other
Eric Heikkila,Polycentric Urbanization and Sustainable Development in China,2022,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UiKzYNMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=UiKzYNMAAAAJ:08ZZubdj9fEC,,Journal
Eric Heikkila,The Implications of China's Rise for EU-US Relations,2022,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UiKzYNMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=UiKzYNMAAAAJ:geHnlv5EZngC,St Antony's International Review,Journal
Eric Heikkila,How can cities learn from each other? Evidence from China's five-year plans,2020,8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UiKzYNMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=UiKzYNMAAAAJ:XiSMed-E-HIC,Elsevier,Journal
Eric Heikkila,China from a US policy perspective,2020,5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UiKzYNMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=UiKzYNMAAAAJ:Tiz5es2fbqcC,Routledge,Other
Eric Heikkila,Sustainable development in China: Reconciling modernity with tradition,2018,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UiKzYNMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=UiKzYNMAAAAJ:738O_yMBCRsC,Routledge,Part of Book
